label,duration,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,file,strain
short-ur,0.0066,,54100,,,,,,,,,T0000195,SD
short-c,0.0066,,,53200,55100,55600,55100,55600,,,,T0000195,SD
short-c,0.0076,55100,55100,,,,,,,58500,,T0000195,SD
short-c,0.0081,,,48800,,49300,49800,,49300,,,T0000195,SD
short-c,0.0107,,,,,,,,,,,T0000195,SD
short-c,0.0071,,,,,83000,83400,,,,,T0000195,SD
short-c,0.004,,,,,,,92200,,,,T0000195,SD
short-c,0.0056,66400,,,,,66400,,66400,,,T0000195,SD
short-c,0.0092,,80000,81000,81500,82000,82500,83000,83000,83000,,T0000195,SD
short-c,0.0051,61000,,,,,,,,,,T0000195,SD
short-c,0.0097,,,,,,,,,,,T0000195,SD
short,0.0076,,,,49800,50200,50700,,,,,T0000195,SD
short,0.0117,,,51700,51700,52200,52700,,,,,T0000195,SD
short,0.0117,,,,,,,,,,,T0000195,SD
short,0.0061,,,,,,,,,,,T0000195,SD
short,0.0066,,,,,,,,70300,,,T0000195,SD
short,0.0035,,,,,,,49800,,,,T0000195,SD
short,0.0051,53200,53200,53200,53200,53200,53200,53200,53200,53200,52700,T0000195,SD
short,0.0025,,,90800,90800,90800,90800,91300,91300,90800,90800,T0000195,SD
short,0.003,,,,,,,,,,,T0000195,SD
short,0.0061,,,,,,74200,74200,73700,73700,,T0000195,SD
short,0.0097,81000,81500,81500,82000,,,81500,,,,T0000195,SD
short,0.0117,,,,,,49800,,,,,T0000195,SD
short,0.0051,,,,,,,,,,,T0000195,SD
short,0.004,,,52200,52700,52700,53200,53200,53700,53700,54100,T0000195,SD
short,0.003,,,,,,36600,,,,,T0000195,SD
short,0.0046,,,,,,,,,,,T0000195,SD
short,0.0097,,,,,,,,,,,T0000195,SD
short,0.0056,65400,,,,,,53700,54600,55100,,T0000195,SD
short,0.0046,,,,,48800,48800,48800,48800,,,T0000195,SD
short,0.004,,,,,,,,78600,,,T0000195,SD
short,0.0066,,51700,,,,53700,,53700,,,T0000195,SD
short,0.0056,,,,,,,,,,,T0000195,SD
short,0.0061,,,,,,,40000,39500,39500,39500,T0000195,SD
short,0.0081,,49800,49800,50200,50200,49800,49800,49800,49800,,T0000195,SD
short,0.0071,,,77600,77600,77600,77600,77100,77100,77600,,T0000195,SD
short,0.0102,45800,46300,46800,47300,47300,47800,47800,47800,47300,,T0000195,SD
short,0.0102,51200,51200,51200,51200,51200,50700,50700,50200,50200,,T0000195,SD
short,0.0097,54600,54600,,,53700,53700,52700,52700,52200,,T0000195,SD
short,0.0025,38500,38500,38000,38000,38000,38000,38500,38500,,37500,T0000195,SD
short,0.0051,,,62500,62500,62500,,,,,,T0000195,SD
short,0.0097,,,50700,51200,,51700,52200,52200,,,T0000195,SD
multi-step,0.0486,,,,,,,49300,,83900,,T0000195,SD
multi-step,0.1413,,46800,45800,44900,43400,,,,,48800,T0000195,SD
inverted-u,0.0199,,,,60000,60500,60500,60000,57600,,,T0000195,SD
inverted-u,0.0291,,,,,,,,,,,T0000195,SD
inverted-u,0.0209,,,,,86400,86900,85900,84900,,,T0000195,SD
inverted-u,0.0286,,,,,59000,,,,,,T0000195,SD
inverted-u,0.0302,,,,,,,,,,,T0000195,SD
inverted-u,0.0829,,,,60000,,,,,,,T0000195,SD
inverted-u,0.0583,,54600,,,,,,,,,T0000195,SD
inverted-u,0.0194,,,,,,,,,,,T0000195,SD
inverted-u,0.0399,,52700,54600,55100,55600,55100,54600,54100,52700,,T0000195,SD
inverted-u,0.0276,46300,48300,49300,49800,49800,49800,48800,48300,46800,,T0000195,SD
flat-z,0.0768,,,42400,41900,39000,38500,38000,38000,38500,49300,T0000195,SD
flat-z,0.1341,,37100,,,38000,,,,,,T0000195,SD
flat-z,0.2227,41000,46800,46800,46800,46300,41500,44400,38500,38500,38000,T0000195,SD
flat-z,0.2565,,,,44900,43900,43900,43900,44900,44900,43400,T0000195,SD
flat-z,0.2329,,40500,42400,42400,42900,,45400,45400,,,T0000195,SD
flat-z,0.1259,,38000,38500,38500,38500,,38500,42400,43400,,T0000195,SD
flat-z,0.3671,,43900,43400,,,47300,46300,45400,41900,,T0000195,SD
flat-z,0.0455,,,44900,45800,45800,46300,46800,46800,45800,,T0000195,SD
flat-z,0.0256,,,,,,43900,,,,43900,T0000195,SD
flat-z,0.0901,,65400,46300,46800,46800,46300,46300,46300,46300,46300,T0000195,SD
flat-z,0.0634,,,48300,49300,48800,48800,48800,48800,47800,,T0000195,SD
flat-z,0.0834,45800,,,46800,46300,45800,,45400,,,T0000195,SD
flat-z,0.0455,,,,,,58100,,57600,,,T0000195,SD
flat-z,0.0512,,42400,42900,43400,,47800,47300,,,,T0000195,SD
flat-z,0.0901,,42900,43900,43900,43400,42900,,42400,41900,,T0000195,SD
flat-z,0.2242,,44900,45400,43400,43400,42400,42400,41900,41500,,T0000195,SD
flat-z,0.0547,,43400,43900,43900,43400,42400,41500,41000,38000,,T0000195,SD
flat-z,0.2503,,,41000,47300,46800,47300,47300,47300,47300,45400,T0000195,SD
flat-z,0.0686,,46300,46800,47300,46800,47300,46800,45800,41500,,T0000195,SD
flat-z,0.2488,,,44900,,45800,,,44900,44400,,T0000195,SD
flat-z,0.1976,40000,41000,,44900,45400,44900,45400,44900,44900,,T0000195,SD
flat-z,0.0793,43400,44900,45400,45400,44400,41000,41000,40500,40000,,T0000195,SD
flat-z,0.1479,,41900,41500,40500,,39500,43900,44900,43400,,T0000195,SD
flat-z,0.1745,,40500,41000,41500,44900,45400,45400,45400,44400,,T0000195,SD
flat-z,0.2344,,41000,39500,45400,46300,45400,45400,45400,44900,43900,T0000195,SD
flat-z,0.1832,,41000,41000,40500,41000,43900,43400,42900,43400,43400,T0000195,SD
flat-z,0.1208,,41000,40000,39500,40000,41500,42900,42400,42400,,T0000195,SD
flat-z,0.0583,,,42400,41900,41900,41900,42400,42400,,,T0000195,SD
flat-z,0.1203,38500,42900,43900,,44900,,44900,,44900,65400,T0000195,SD
flat-z,0.0604,,,,,42900,,41900,,39000,39000,T0000195,SD
flat-z,0.0819,41000,41900,47300,47300,46800,46800,46300,46800,47800,,T0000195,SD
flat-z,0.0604,,41900,41900,44900,44400,,,,,,T0000195,SD
flat-z,0.0624,,,,42900,42400,41900,41900,41900,38500,,T0000195,SD
flat-mz,0.129,41900,42400,45400,45800,45400,41900,,,,,T0000195,SD
flat-mz,0.0424,,39000,42400,42400,,,,,,,T0000195,SD
flat-mz,0.1413,,41000,,,,,44900,44400,,,T0000195,SD
flat-mz,0.173,,39500,39500,39000,38500,44400,44400,39500,39000,,T0000195,SD
flat-mz,0.0583,,,43400,43900,44400,,44400,,,,T0000195,SD
flat-mz,0.172,,,,,,,,,,,T0000195,SD
flat-mz,0.1617,,,,46300,46800,46800,47300,46800,46300,,T0000195,SD
flat-mz,0.192,,,,,,,39000,42400,39000,,T0000195,SD
flat-mz,0.0414,,,,,46300,46300,45400,,,,T0000195,SD
flat-mz,0.0998,,,45800,46300,46300,46300,45800,45400,43900,,T0000195,SD
flat-mz,0.0614,,44900,45400,45800,46300,,45800,44900,,,T0000195,SD
flat-mz,0.1239,,,40500,40500,40000,40000,40000,43900,44400,43900,T0000195,SD
flat-mz,0.0721,,39500,39500,,,,,43400,39500,,T0000195,SD
flat-mz,0.0373,,47300,47800,47800,47300,46800,46800,46300,45800,,T0000195,SD
flat-mz,0.1182,,38500,39000,39500,39500,39000,39000,43400,43400,,T0000195,SD
flat-mz,0.0645,,39000,39500,40000,40500,41000,44900,44900,45400,,T0000195,SD
flat-mz,0.0409,38500,41900,42400,,42900,42900,42900,42400,,,T0000195,SD
flat-mz,0.2621,,46300,41000,,45400,45400,46300,46800,46800,39000,T0000195,SD
flat-mz,0.1617,,46800,40500,,,46300,46800,46300,45800,40500,T0000195,SD
flat-mz,0.1889,,40000,40000,,40500,42900,41000,42900,43400,,T0000195,SD
flat-mz,0.1085,,,,,45400,45400,44900,43900,38000,37500,T0000195,SD
flat-mz,0.0916,,40500,,,,,,,,,T0000195,SD
flat-mz,0.1223,,40500,40000,40000,39500,,40000,43400,,,T0000195,SD
flat-mz,0.1182,,40500,40000,43400,39000,37500,43900,44900,,,T0000195,SD
flat-z,0.0957,,,,,40000,43400,42900,41000,40500,,T0000195,SD
flat-z,0.0701,50700,52700,52700,52700,52700,52200,51700,51200,51700,,T0000195,SD
flat-mz,0.0716,44400,45400,46300,46300,46800,46800,45400,,39000,39000,T0000195,SD
flat,0.0885,,48800,48800,47800,,45800,,44900,44900,,T0000195,SD
flat,0.1172,,,50700,,,,52200,52200,,50200,T0000195,SD
flat,0.1044,,43400,43400,,,,43900,43900,,,T0000195,SD
flat,0.1305,40000,40000,39500,,38500,,,,,,T0000195,SD
flat,0.0752,,40000,40000,39500,,,,,,,T0000195,SD
flat,0.0465,,,,,,43900,43400,43400,44400,,T0000195,SD
flat,0.3328,,,,38000,,39000,39000,39000,37500,,T0000195,SD
flat,0.2621,38000,39000,37500,38000,,,37500,38000,38000,,T0000195,SD
flat,0.153,,,,36100,30200,,,37100,36600,,T0000195,SD
flat,0.0389,,36600,,38000,38000,37500,38000,37100,,,T0000195,SD
flat,0.1223,,,,,,,36100,36100,36100,,T0000195,SD
flat,0.1832,,,,,36100,,,,36600,,T0000195,SD
flat,0.0358,,,,39000,39000,,39000,,,,T0000195,SD
flat,0.0363,,39000,,38500,,,,38000,38000,,T0000195,SD
flat,0.1889,,49300,49800,50200,49300,,48800,,,,T0000195,SD
flat,0.1367,,45800,,45400,45400,,50700,48800,,,T0000195,SD
flat,0.0778,,43400,43400,43400,44400,,43400,,,,T0000195,SD
flat,0.0128,,,,46800,46300,46300,46800,46300,,,T0000195,SD
flat,0.0455,,,,,,,,,,,T0000195,SD
flat,0.0168,38500,39000,39500,40000,40000,40500,,40500,40000,,T0000195,SD
flat,0.0245,,,38500,39000,39500,40000,40000,40000,,,T0000195,SD
flat,0.2524,,48800,47800,46300,45800,45800,,45800,45400,44400,T0000195,SD
flat,0.2549,,40500,43900,42400,,42400,41000,,,,T0000195,SD
flat,0.1633,39500,40500,40000,40000,39500,39500,,40000,40000,,T0000195,SD
flat,0.0245,,41000,,,,,,41900,,,T0000195,SD
flat,0.1623,,41000,40500,40000,40000,40500,40500,40000,39500,38500,T0000195,SD
flat,0.1566,,39500,,38500,39000,39000,39500,40000,40500,,T0000195,SD
flat,0.1361,,40000,,38500,,,39000,,,,T0000195,SD
flat,0.1274,,,,39500,,38500,39000,,,,T0000195,SD
flat,0.1433,,39000,39500,39500,39500,39000,39000,39000,,38500,T0000195,SD
flat,0.0307,,,,,44400,43900,44400,,,,T0000195,SD
flat,0.0184,,,,,,,,,,,T0000195,SD
flat,0.0409,,,,,,,,,,,T0000195,SD
flat,0.1254,,,,,40500,,41000,43900,43900,,T0000195,SD
flat,0.1541,,,40000,40000,40500,41000,40000,40000,40500,40500,T0000195,SD
flat,0.0307,,,,,,,,,,,T0000195,SD
flat,0.2457,,40000,40000,41000,41000,40000,39500,,,,T0000195,SD
flat,0.1904,,41000,,40500,,,41900,41500,42900,,T0000195,SD
flat,0.0855,,47800,48300,,,,,46300,46300,,T0000195,SD
flat,0.2268,,42400,64900,,,,,41500,41500,40000,T0000195,SD
flat,0.1208,,,40500,40500,40000,40000,40000,40000,40000,39000,T0000195,SD
flat,0.0368,,49800,50700,51200,51700,52200,51700,51700,,48800,T0000195,SD
flat,0.1336,,,,,,,36600,37100,37100,36600,T0000195,SD
flat,0.0952,,,,,,,,,48300,,T0000195,SD
flat,0.2467,44900,45400,,43400,44400,,42900,45800,44400,,T0000195,SD
flat,0.1269,,37500,38000,38000,37500,,38000,38000,38000,,T0000195,SD
flat,0.0988,,38000,38000,,38000,,38000,,38000,37500,T0000195,SD
flat,0.1131,37500,37500,37500,,,,,,,,T0000195,SD
flat,0.0691,,38500,38000,38000,38000,37500,38000,38500,38500,,T0000195,SD
flat,0.1592,,,,,,,42400,41000,38500,38000,T0000195,SD
flat,0.0476,,,,,,,,45800,44900,,T0000195,SD
flat,0.1008,,,,45800,,,43400,45800,43900,,T0000195,SD
flat,0.2001,,,39000,,,,39000,,39500,,T0000195,SD
flat,0.1853,39000,40000,40500,40000,39500,39500,40000,39500,39500,,T0000195,SD
flat,0.0337,,38000,,,,,,39000,,,T0000195,SD
flat,0.1873,,39500,,,39000,39500,39500,39500,39000,,T0000195,SD
flat,0.1285,,,39000,,,40000,40000,,39000,,T0000195,SD
flat,0.0194,,,50700,50700,50700,50700,51200,51200,50700,,T0000195,SD
flat,0.0962,,52200,53200,,,51700,51700,,,49300,T0000195,SD
flat,0.2672,,,,,,,,,48300,,T0000195,SD
flat,0.0373,,,65400,,,52700,,53700,52200,,T0000195,SD
flat,0.0496,48300,,,50200,51200,50200,,,,,T0000195,SD
flat,0.0389,,48300,,48800,48800,48800,48300,48300,48300,,T0000195,SD
flat,0.0588,,,,,,,,,,,T0000195,SD
flat,0.0665,,,,,47300,46800,,,,,T0000195,SD
flat,0.0614,,,,,50200,50200,49300,48800,,,T0000195,SD
flat,0.0619,,46300,,47800,46800,46300,,,44400,39500,T0000195,SD
flat,0.0378,,43400,43400,43900,44400,44400,44400,43900,42900,,T0000195,SD
flat,0.0742,,,,,,54600,,,,,T0000195,SD
flat,0.0599,,,,,,,,,,,T0000195,SD
flat,0.0896,,,45400,,46800,47300,,,,,T0000195,SD
flat,0.022,,,,,,,,,,,T0000195,SD
flat,0.0501,,,48800,,,48300,49300,49300,49300,,T0000195,SD
flat,0.0153,,,,,,,,,,,T0000195,SD
flat,0.0199,,49800,50200,50200,50700,50700,50700,50700,50700,,T0000195,SD
flat,0.0378,,50700,52200,52200,52200,52200,51700,52200,51200,49300,T0000195,SD
flat,0.0256,,,,,,,,,,,T0000195,SD
flat,0.0189,,,,54600,,,,,,,T0000195,SD
flat,0.0696,,46800,46800,,,49300,48300,47300,46800,44900,T0000195,SD
flat,0.1582,43900,,44400,43400,42900,42400,42400,,41900,,T0000195,SD
flat,0.0757,,,,,,,,,,,T0000195,SD
flat,0.1669,44400,,,42900,,,42400,,,,T0000195,SD
flat,0.0624,,42900,,,,,,,,,T0000195,SD
flat,0.089,,,,42400,,,,,,,T0000195,SD
flat,0.0476,,49800,,,,,,,,,T0000195,SD
flat,0.0424,,,,48800,,,,,,,T0000195,SD
flat,0.0163,,,,,,,,,,,T0000195,SD
flat,0.0245,,,,44400,,,,,43400,,T0000195,SD
flat,0.0399,,,,,,,38500,,,,T0000195,SD
flat,0.0547,,52700,,,,,,,,,T0000195,SD
flat,0.0501,,39000,,,65400,,,40000,40000,,T0000195,SD
flat,0.0824,,,,,,,39500,,40000,,T0000195,SD
flat,0.0762,,,39500,40000,40000,40500,40500,40500,,,T0000195,SD
flat,0.0148,,,,46800,46800,46300,46300,,,,T0000195,SD
flat,0.0235,,46800,47300,47800,47800,47800,47800,47800,47300,,T0000195,SD
flat,0.0286,,,,,52700,52200,,,,,T0000195,SD
flat,0.1305,,,,,,,,,41500,,T0000195,SD
flat,0.0977,,,,,40500,65400,,40500,41000,,T0000195,SD
flat,0.0972,,39500,,,,39500,40000,40000,40000,,T0000195,SD
flat,0.0327,41900,,,,42400,42900,,,,,T0000195,SD
flat,0.0189,,,,,,,,,,,T0000195,SD
flat,0.0199,,,,54100,,,,,,,T0000195,SD
flat,0.0317,,,47300,47800,,,,,,,T0000195,SD
flat,0.0302,,,43400,43400,,,42900,42900,42400,,T0000195,SD
flat,0.0506,,45800,45400,45800,45400,44900,44900,,,,T0000195,SD
flat,0.0701,,,,,,,,,,,T0000195,SD
flat,0.0215,,,51200,,,,51700,51700,51700,,T0000195,SD
flat,0.0163,,,,,,,,,,,T0000195,SD
flat,0.0138,,,,,,,,,,,T0000195,SD
flat,0.0737,,47300,47800,47300,,46800,47300,47800,,,T0000195,SD
flat,0.0593,,,,,,,,,,,T0000195,SD
flat,0.0716,,49800,,,,48300,,48300,47800,,T0000195,SD
flat,0.064,,,,,,,,56100,,,T0000195,SD
flat,0.0215,,,,,,,,,,,T0000195,SD
flat,0.0506,,40000,40000,,,39500,39500,39000,,,T0000195,SD
flat,0.0788,,39500,40000,39500,39500,39000,,,,,T0000195,SD
flat,0.0424,,,40000,,,,,,,,T0000195,SD
flat,0.044,,,,39500,40000,40000,39500,,38500,,T0000195,SD
flat,0.0926,,,,,38000,,,,,,T0000195,SD
flat,0.0256,,,,,,,,,,,T0000195,SD
flat,0.0399,,,,,,,,52700,53200,,T0000195,SD
flat,0.0645,,,,52700,,,,,53200,,T0000195,SD
flat,0.0128,49300,49300,49300,49300,49300,49300,,,,46800,T0000195,SD
flat,0.0302,,71700,,,,,,,,,T0000195,SD
flat,0.0296,,,,52700,,,53200,,,,T0000195,SD
flat,0.0302,,,,,65400,,,,69800,,T0000195,SD
flat,0.0153,,52200,52200,52700,,,52700,53200,53200,,T0000195,SD
flat,0.024,,,52700,,,,,,,,T0000195,SD
flat,0.0153,,,,,,,,,,,T0000195,SD
flat,0.0163,,49300,49800,,,,,,49800,49800,T0000195,SD
flat,0.024,48800,,,,49300,,49300,,49300,,T0000195,SD
flat,0.0128,,,,,,,,,,,T0000195,SD
flat,0.0291,,,,,,,,,,53700,T0000195,SD
flat,0.0122,,,,,,,,,,,T0000195,SD
flat,0.023,,,65400,,,,,,,,T0000195,SD
flat,0.0148,,,,,,,,,,,T0000195,SD
flat,0.0404,,,53200,,,,,,,,T0000195,SD
flat,0.0184,,,,,,,,52200,,,T0000195,SD
flat,0.0153,,,,,,,,,,,T0000195,SD
flat,0.0506,,,54600,54100,,,54600,,,,T0000195,SD
flat,0.0189,,,,,,,,,,,T0000195,SD
flat,0.0435,,45400,46300,46300,,,,,,,T0000195,SD
flat,0.0322,48800,49800,50700,,51700,52200,52700,,55100,,T0000195,SD
flat,0.0281,,,,,,,,,,,T0000195,SD
flat,0.0204,,,,,,46300,,,,,T0000195,SD
flat,0.0189,,,,,,,,,,,T0000195,SD
flat,0.1044,,,48800,,,,,,,45800,T0000195,SD
flat,0.1392,,,46300,,,,,,43900,,T0000195,SD
flat,0.0363,,,,45400,,,,,,,T0000195,SD
flat,0.022,,,,,,,,,,,T0000195,SD
flat,0.0563,45800,46300,,44900,,,65900,,,,T0000195,SD
flat,0.0204,,53200,52700,52700,52700,52200,,51200,,,T0000195,SD
flat,0.0455,,,57600,,,,,,,,T0000195,SD
flat,0.0291,,,,,,,57100,57600,,,T0000195,SD
flat,0.0138,,,,52200,,,,,,,T0000195,SD
flat,0.0235,,53700,54100,54100,53700,,51700,51200,,,T0000195,SD
flat,0.0122,,,65400,,,,,,,,T0000195,SD
flat,0.0122,,,55100,54600,54600,54600,,54100,,,T0000195,SD
flat,0.0158,,,,,54100,,,,,,T0000195,SD
flat,0.0542,,,,41000,41000,41000,,,,,T0000195,SD
flat,0.0409,,,,,,,,,,,T0000195,SD
flat,0.0419,,47300,47800,48300,47800,,,,,,T0000195,SD
flat,0.068,,,,,,,,46800,,,T0000195,SD
flat,0.0936,,,41500,41500,,,,,,,T0000195,SD
flat,0.0215,,,,50700,50700,50700,50700,51200,51200,,T0000195,SD
flat,0.0337,,,,65400,,,,,,,T0000195,SD
flat,0.0399,,,,41500,41000,41500,41500,41500,41900,41900,T0000195,SD
flat,0.043,,41900,41900,41900,41900,42400,42400,42400,42400,,T0000195,SD
flat,0.0747,,,41000,41000,41000,40500,40500,40500,40500,,T0000195,SD
flat,0.023,,,,,41000,41000,41000,41500,41500,,T0000195,SD
flat,0.0215,,,,,,,,,,,T0000195,SD
flat,0.023,,,,,,,,,,,T0000195,SD
flat,0.0245,,,,,,,,,,,T0000195,SD
flat,0.0573,,65400,41000,41000,41500,41500,41500,41000,,,T0000195,SD
flat,0.0384,,,,,,,40000,40000,,,T0000195,SD
flat,0.0327,,,,,,,,,,,T0000195,SD
flat,0.0348,,40000,40000,40000,40000,40000,40000,40500,,40000,T0000195,SD
flat,0.0537,,,,,,,,52200,51700,,T0000195,SD
flat,0.0245,,,,,,,,,,,T0000195,SD
flat,0.0148,,,,49800,,,50700,50700,,,T0000195,SD
flat,0.0517,,,,37100,37100,37100,,37500,37100,37100,T0000195,SD
flat,0.0855,,,,36600,36600,,36100,36600,,,T0000195,SD
flat,0.0486,40500,40500,,,,,,,,,T0000195,SD
flat,0.0266,65400,,42900,,,45400,45800,46300,45400,,T0000195,SD
flat,0.0245,,,,,,,,,,,T0000195,SD
flat,0.0394,,,,,,,,,,,T0000195,SD
flat,0.0593,,65400,,,,40000,40000,40000,,,T0000195,SD
flat,0.0839,,,44400,44400,44400,43900,43900,43900,44400,44400,T0000195,SD
flat,0.2974,38500,,39000,84400,43400,42400,,41900,41500,,T0000195,SD
flat,0.1628,,37100,,,38000,38500,38000,38000,37500,,T0000195,SD
flat,0.1679,,42400,41500,41000,39000,41000,41500,41500,40500,39000,T0000195,SD
flat,0.1704,,40000,40500,40500,,43400,42900,42900,41900,40000,T0000195,SD
flat,0.2631,41900,46300,46300,46800,,46300,46800,45800,45400,38500,T0000195,SD
flat,0.1935,,40000,39500,39500,40500,40500,,41500,41500,,T0000195,SD
flat,0.2124,39000,41500,41500,41500,41000,41000,41500,41500,40500,,T0000195,SD
flat,0.1766,,41000,40500,39000,39000,39500,40000,40500,41000,39500,T0000195,SD
flat,0.1879,,,38000,38000,,,38500,38500,38500,,T0000195,SD
flat,0.0865,,44400,43900,44400,44900,43900,43900,43900,43900,,T0000195,SD
flat,0.0691,,,,,,,,,,,T0000195,SD
flat,0.1008,,39500,40000,40000,39500,39500,39000,39000,39000,39000,T0000195,SD
flat,0.171,,51700,49300,47800,46300,45800,45400,,45400,,T0000195,SD
flat,0.1177,,45800,45400,45400,45400,45400,45400,45400,45800,45400,T0000195,SD
flat,0.0445,,53700,54100,54100,54100,54100,53700,54100,54600,,T0000195,SD
flat,0.0783,50700,,,45400,46800,48300,48800,49300,48800,,T0000195,SD
flat,0.0317,38500,39000,39000,39000,39500,39500,39500,39500,39000,,T0000195,SD
flat,0.1177,,45400,,44400,43900,43900,42900,42900,42900,40500,T0000195,SD
flat,0.1546,38500,39500,40000,40500,40500,41000,40500,40000,40500,39500,T0000195,SD
flat,0.0455,39500,,45800,46300,46300,46300,45800,45800,44900,,T0000195,SD
flat,0.0691,,,46800,46800,46300,45800,46300,47300,47800,,T0000195,SD
flat,0.1628,39500,,,,44400,44400,44900,45400,47300,,T0000195,SD
flat,0.1674,39500,40500,39500,39500,38500,38000,38500,38500,38000,,T0000195,SD
flat,0.0834,48800,52200,52700,52200,52200,51700,51200,51200,50200,,T0000195,SD
flat,0.0604,,,,39000,39500,39500,40000,40000,40500,40500,T0000195,SD
flat,0.0153,49800,50200,50200,50200,50200,50200,50200,49800,,,T0000195,SD
flat,0.0757,50200,51200,50700,49800,,52200,52200,53200,53200,,T0000195,SD
flat,0.0143,48300,,48800,49300,49300,48800,48300,48300,,,T0000195,SD
flat,0.1315,,,45400,44900,,44400,,,,,T0000195,SD
flat,0.0358,,,44900,45400,45800,45800,46300,,45800,,T0000195,SD
flat,0.0711,,,47800,46300,46800,,,47800,,,T0000195,SD
flat,0.1525,,52700,49800,47800,47300,47300,45800,,,,T0000195,SD
flat,0.0747,,51700,50700,50700,50200,,49800,49300,48800,,T0000195,SD
flat,0.0389,,51700,52700,53200,53200,52700,52700,52700,52700,,T0000195,SD
flat,0.066,,,51700,51200,51200,50700,50200,49300,48800,,T0000195,SD
flat,0.0363,51700,52200,52200,52200,51700,52200,52700,53700,53700,,T0000195,SD
flat,0.0348,,53200,53700,54100,54100,54100,54100,,,,T0000195,SD
flat,0.0368,,,,50700,52700,53200,,,52700,64900,T0000195,SD
flat,0.0988,,48300,47800,47300,,46300,,,46800,,T0000195,SD
flat,0.0865,43400,43900,,,42900,42900,,42900,,,T0000195,SD
flat,0.0148,43400,43900,43900,43900,43900,43900,43900,43900,43400,43400,T0000195,SD
flat,0.0419,37100,38000,38000,38000,37500,37500,37500,37100,36100,,T0000195,SD
flat,0.0465,,,,44900,44900,45400,44900,44400,,,T0000195,SD
flat,0.0317,,45400,,45800,46300,46800,46800,46800,46300,43900,T0000195,SD
flat,0.1054,39500,,41000,,41000,40500,40500,,,,T0000195,SD
flat,0.1264,,41000,41000,,40000,,41000,40500,40500,,T0000195,SD
flat,0.0814,40000,,40500,41000,40500,40500,40500,40500,40000,,T0000195,SD
flat,0.0808,,38500,39000,38500,38500,38500,38000,38000,38000,,T0000195,SD
flat,0.0619,,41000,41500,41900,41000,,,,,,T0000195,SD
flat,0.1203,,40500,40500,40500,40500,40500,40500,40500,40000,,T0000195,SD
flat,0.1382,,40000,40000,40000,40500,40500,40500,41000,40500,,T0000195,SD
flat,0.1346,,40000,,40500,,40500,40500,41000,41000,,T0000195,SD
flat,0.1136,41500,41900,41500,41000,,,40500,,40500,,T0000195,SD
flat,0.0972,,40500,40500,41000,42900,42900,41500,40500,40000,40000,T0000195,SD
flat,0.1085,,40500,40500,41000,40500,40500,40500,40500,40500,,T0000195,SD
flat,0.0865,39500,41500,41500,41900,41500,41000,41000,,41000,40000,T0000195,SD
flat,0.0343,,,,37500,38000,38500,39000,39500,40500,,T0000195,SD
flat,0.1049,,37500,38000,38500,38500,38000,38000,38000,38000,,T0000195,SD
flat,0.0174,,,48800,49300,49300,49300,,47300,46300,,T0000195,SD
flat,0.0824,43400,44400,46300,47800,47800,47300,46300,45800,46300,,T0000195,SD
flat,0.0235,,44400,44400,44400,45400,45400,45800,45800,46300,,T0000195,SD
flat,0.0399,,,50200,51200,50700,50700,50700,50200,,,T0000195,SD
flat,0.107,,,51700,50700,49800,65400,49300,48300,,,T0000195,SD
flat,0.1336,39500,40000,39500,40000,39000,39000,,39500,39000,,T0000195,SD
flat,0.1336,39500,40000,39000,,,38000,38000,38000,,,T0000195,SD
flat,0.0624,,,47300,47300,47300,47300,47300,47300,47800,46300,T0000195,SD
flat,0.0496,,,,38500,39000,39500,39500,40000,40000,40000,T0000195,SD
flat,0.043,,,53200,53200,53700,53200,52700,,,50700,T0000195,SD
flat,0.024,47800,48300,48300,48300,48300,48300,48300,48300,47800,47800,T0000195,SD
flat,0.0317,40500,41000,41000,40500,40500,40000,40000,39500,39500,39000,T0000195,SD
flat,0.0404,,49300,48800,48800,48300,,,,46300,,T0000195,SD
flat,0.0455,,47300,47800,48300,48300,48800,48300,47800,,,T0000195,SD
flat,0.0163,,,,47800,48800,48800,48800,48800,48800,,T0000195,SD
flat,0.066,,49800,50700,50200,49300,48300,48300,47800,,,T0000195,SD
flat,0.0204,39500,40500,40500,41000,41000,41000,41500,41000,41000,,T0000195,SD
flat,0.0266,,52700,53700,53700,53700,54100,54100,,,,T0000195,SD
flat,0.0409,43400,44400,44900,44900,45400,45400,45400,45400,45400,,T0000195,SD
flat,0.0481,49800,53200,53700,53700,53200,53200,53200,53200,53200,,T0000195,SD
flat,0.0163,,,,36600,36600,37100,37500,38000,,,T0000195,SD
flat,0.0389,,53200,53700,53700,53700,53200,53200,52200,51700,,T0000195,SD
flat,0.0547,,49300,49800,49800,49800,50200,50700,,53200,53200,T0000195,SD
flat,0.0281,45800,46300,47300,47800,47800,47800,47300,46300,45800,,T0000195,SD
flat,0.0373,43900,44400,44900,44900,45400,44900,45400,44900,44900,,T0000195,SD
flat,0.0307,,50700,52700,53200,54100,54100,54600,,65900,,T0000195,SD
flat,0.1341,,53200,51700,50700,48800,,,44400,44400,,T0000195,SD
flat,0.0419,,49300,49800,49800,49300,49300,48800,48800,48300,65400,T0000195,SD
flat,0.0696,,54600,56100,,,,,54100,54100,,T0000195,SD
flat,0.0957,,49800,52200,52700,52700,52200,51200,52200,54100,54600,T0000195,SD
