"","mean_f","var_f","diff.range","trend","max.jump","corr.decay","above_mean","duration","label","CallClass"
"904",40355.3991277226,46163156.1780531,32585.0670885404,-58.4086413582063,11700,-0.000283731997720835,21,-2.30458709566472,"step down under flat","3"
"905",36260.0295364294,208877.654823414,1714.94294292052,10.8961707859324,-1650.32422900871,-0.000586120176717609,18,-2.45923890303942,"flat","1"
"906",35405.833736406,184519.391838548,1608.7719298245,-5.36985563276602,-500,-0.000654382940079776,28,-2.25474776357989,"flat","1"
"907",37786.9276823092,240590.603408678,1476.21638128107,31.3831493520154,500,-0.00218235999822929,23,-3.77226106305299,"flat","1"
"908",33706.3558159314,1127805.08460707,3400,9.44935024266435,-532.327185001239,-0.000656908489045102,18,-2.0091694886945,"flat","1"
"909",34017.6877987537,505894.684693612,2587.83582660133,20.2478902272696,500,-0.000831990506878028,24,-2.20727491318972,"flat","1"
"910",33574.2786723336,1493593.57702362,4598.3333333333,48.5701742092742,900,-0.00105798366848216,16,-2.0091694886945,"flat","1"
"911",34631.4291444421,582246.117226776,3441.07650841273,-19.4311828669384,541.076508412734,-0.000796517756360696,23,-1.96825801271922,"flat harmx","1"
"912",38052.0736362984,649380.72011677,2699.4260361901,49.5621738859394,-1126.42137897481,-0.00208727318984705,17,-3.72970144863419,"flat","1"
"913",39180.4325160721,200900.19494343,1500,27.091163417232,-1065.7863959823,-0.0020213478542033,27,-4.05128507276165,"flat","1"
"915",44535.4754984816,320201.610631263,2000,37.5378766448044,500,-0.00229920000571452,21,-3.91703554725169,"flat","1"
"916",41834.7270573947,833002.608784209,3903.60372862656,29.9275067663017,503.603728626556,-0.000883449440000515,18,-2.70306265959117,"flat","1"
"917",44756.4194674053,1113945.94534196,4400,37.8745855896369,982.815866284771,-0.00111040978458221,28,-2.71055333132033,"flat","1"
"918",43778.8393495999,716230.103124342,3500,54.6053496528077,-500,-0.00211580639274619,28,-3.4673371841667,"flat","1"
"919",41270,104183.673469388,1000,18.5594237695072,500,-0.00186774293513754,31,-4.31999124375443,"flat","1"
"920",37212.6371991227,4462592.59639028,6990.10450087096,-113.886884414496,-1000,-0.00172588072895092,16,-2.19283422903493,"flat under short-c","1"
"921",40036.6955873761,528215.808817907,2631.81985050192,-9.4571560050677,1000,-0.000497994941257386,19,-2.34132592131048,"flat","1"
"923",35722.6416846317,1509330.05891675,5042.88618894365,-65.3473860781313,-2642.88618894365,-0.00171889275084002,17,-1.98996653525223,"flat","1"
"924",34405.7941820795,556482.554687916,3031.9753806684,13.6309468293418,1531.9753806684,-0.000643745486657083,26,-1.96825801271922,"flat","1"
"925",34401.9917048826,624589.148915485,3900,47.0616460092356,500,-0.00177901234171682,24,-2.20727491318972,"flat","1"
"926",35116.595720626,1752709.52621497,4655.74699752136,87.6641007828549,500,-0.00228825487282962,18,-2.12695252435089,"flat","1"
"927",34368.6158280099,439856.622704662,2614.78448480201,23.2444311434252,900,-0.000898798953405931,25,-2.25474776357989,"flat","1"
"928",34023.7876321867,321733.233743981,1403.13294126462,35.3518026925926,500,-0.00212968743699176,32,-2.38488033572088,"flat","1"
"929",33537.1765202717,517190.323187489,2452.53658662118,41.6947280565739,500,-0.00194215793095043,19,-2.79852210426629,"flat","1"
"931",35071.4352395716,4316769.65052048,6357.50775046181,-120.559593958481,3056.39964819645,-0.00200814325023096,27,-2.08024186185061,"flat","1"
"932",41650,251530.612244898,2400,31.7166866746695,-500,-0.00208873941091064,20,-3.4673371841667,"flat","1"
"933",41994.93743333,588759.168063269,2626.56873798047,49.8573947473649,-1591.63447870831,-0.00221748814263529,22,-4.31999124375443,"flat","1"
"934",39930.0909627278,1264398.10597748,3630.01951542924,-65.8325149227082,1467.73558197844,-0.00202222920715064,27,-2.6009911288088,"flat harmx","1"
"935",39661.2229797702,72112.0620763235,1164.70523322491,-0.316545658178974,500,-0.000329901665793091,16,-3.25969781938846,"flat harmx","1"
"939",39066.7647770836,2058501.18216242,5051.89814502886,-54.8561974659939,589.562668227896,-0.00122794861151583,22,-2.49012021684089,"flat","1"
"941",37032.2428294169,53087.0818537266,1062.02238283899,-4.87773190333562,500,-0.000497319841913366,30,-2.49616984206671,"flat","1"
"942",38623.8012479827,150983.487803264,1883.45666579343,8.8064504616176,-727.139320246948,-0.000406645797662424,14,-2.45923890303942,"flat","1"
"943",37126.1841501023,1158227.48325329,4289.13523020939,-37.9311737751837,-3703.93804827406,-0.00102771035008453,21,-2.21183072972558,"flat","1"
"948",39653.3677397608,55497336.2229537,35977.3767290287,261.673807513932,8429.90976403146,-0.000794309939369679,6,-2.13961626471591,"flat harm","1"
"949",35955.3715056618,14113376.5196591,21160.1870492024,-186.615755928253,14019.3452792266,-0.00137032348914083,25,-1.94631022907665,"flat harm","1"
"950",34546.9349449949,873916.538176422,2928.25727844742,14.9594816675508,2270.16887508737,-0.000483255810725207,27,-2.30458709566472,"flat harmx","1"
"951",33743.8664518296,313456.445262469,2400,-20.6952898835767,544.33583642239,-0.00104744318569567,15,-2.10127823628901,"flat harmx","1"
"952",33112,150057.142857143,1400,-20.619447779112,-500,-0.00170088604088696,31,-2.20727491318972,"flat","1"
"953",33080.9246919188,59703.0700115561,900,-3.74235317161958,500,-0.00041767243030711,36,-2.47812966550898,"flat","1"
"954",32760,37142.8571428571,1000,-7.73109243697504,500,-0.000957750309266518,7,-2.18836394890402,"flat","1"
"955",33416.2807017544,335064.734517999,2400,-13.8637349676716,-2400,-0.000666628396507239,19,-2.22100510600162,"flat","1"
"956",33356.4234675611,107027.126046776,1400,-17.7653062169887,-500,-0.0016141153864653,14,-2.33098456751574,"flat","1"
"957",33329.6656644007,580535.035358372,2400,-36.7308101905489,683.283220037309,-0.00146814025330207,13,-2.16108553072035,"flat","1"
"958",39745.0870953058,3002043.13759438,5956.02038537577,-77.1189363980986,3556.02038537577,-0.00140964263883789,23,-1.58085045558219,"flat","1"
"960",34433.2363365165,1948143.67145497,5653.30168582869,-53.9405417817815,-3545.74243000092,-0.00100958812078077,19,-2.14814873968963,"flat","1"
"961",35107.3016763118,4013007.89202115,5800,47.612290639198,3500,-0.000821939710369037,29,-2.26432638087696,"flat-mz harmx","1"
"962",33632.9047188019,2157761.70166284,4800,-68.1291938777883,1315.18844098793,-0.00134419060014632,10,-2.02041820123037,"flat-z","1"
"964",42769.6004384196,176235.697583337,1365.70489100867,-20.6693382815824,-500,-0.00151768603660763,25,-3.2754461763566,"flat","1"
"968",44238.8749601526,2099379.78102656,7224.73573610408,84.339478414778,1528.39037393293,-0.00173475345681272,22,-3.00376444525126,"flat","1"
"969",39163.3982159588,408689.028409339,2519.67297088744,33.4315050191179,519.672970887441,-0.00150037640277507,17,-2.36872489549859,"flat","1"
"970",38746.3684905467,2018426.54000259,5809.83794109531,44.2857351682275,1273.17022578669,-0.000845606517209497,16,-1.50417740177661,"flat","1"
"972",39874.0095388731,872048.55160835,3257.52390595048,-62.0735579305857,-610.731275524202,-0.00232676427914133,27,-2.91507437053654,"flat","1"
"973",77600,510204.081632653,2000,-48.0192076830733,-500,-0.002412367766955,20,-5.27851473925186,"short","2"
"975",39203.8924057119,10973727.9746519,10803.7628398353,-196.143019627334,3300.31059957998,-0.00203106741206666,21,-1.61898332527763,"flat","1"
"976",35206.2982789257,661662.912553486,2741.50431232907,-41.1830705870632,-500,-0.00167520891186366,20,-1.75446368448436,"flat","1"
"977",34944.4712039527,170373.943843042,1500,-11.4038192262784,-516.270647607911,-0.000882189530305796,25,-1.9146052992269,"flat","1"
"978",34613.3693877797,298089.462990037,2000,7.91140456471603,500,-0.000640951942264752,15,-1.84389522364858,"flat","1"
"979",34466.4427329339,211495.708497185,2000,16.5295461293723,-722.865258357997,-0.000772459771984282,24,-2.00544786177151,"flat","1"
"980",34108.4539307879,239797.603708338,2235.98344218373,27.4418903791013,500,-0.00161808461460823,9,-2.08425309867706,"flat","1"
"981",33863.7257558651,548369.772933392,2900,46.4362084877233,500,-0.00215257793988474,23,-2.1663074747015,"flat","1"
"982",34396.4416701202,125260.634482692,1500,20.1854537919604,500,-0.00178628207211098,28,-2.42475272696825,"flat","1"
"983",35669.1224206963,607660.834565785,2565.69397626378,-46.1501490489768,1592.76886319907,-0.0020166958764875,17,-2.50225628812311,"flat","1"
"984",35798.7308604151,736522.750647233,3550.24362812988,-45.4097136667019,-1650.24362812988,-0.00167508645570095,17,-2.00544786177151,"flat","1"
"985",35150.1226953385,381135.361184029,2290.48158921166,-29.5458224511024,-500,-0.00143969538614949,13,-2.46628118566484,"flat","1"
"986",37094.4778216243,1461902.46858145,3900,-41.8436360973191,-1647.84973411955,-0.00111242049537465,24,-2.18391356327655,"flat","1"
"988",39923.0248852375,1870178.22121364,5328.70213593834,62.8978104911753,529.666848510707,-0.00142486597561833,16,-3.06830296638883,"flat","1"
"990",43616.9506197932,2692720.18596315,9856.56530157745,14.7306635238294,-2850.4119214679,-0.000310352193292242,20,-3.25969781938846,"flat","1"
"991",41325.0756896428,680899.433523179,2900,-33.8912825097677,1222.35180723768,-0.0012570061627571,31,-2.50838000597364,"flat","1"
"992",37688.2924415449,246205.186313475,1649.81889094024,-23.6601849041175,-500,-0.00154807335238105,25,-2.42475272696825,"flat","1"
"993",35840.8797847605,704545.773669206,2630.72497102596,-40.0104170934308,-2076.19815387687,-0.00153476664847524,24,-1.90448033929217,"flat","1"
"994",36640.2214017884,30676.9959416658,1028.81153503161,-0.526079877899706,500,-0.000174244372293587,6,-2.45340798272863,"flat","1"
"995",35623.0150740182,139736.53627378,1263.74173917359,14.154998081093,500,-0.00106123476631998,11,-2.08828049034704,"flat","1"
"996",35655.3571428571,315757.106413994,2767.85714285714,30.4741896758699,500,-0.00151589130233501,9,-2.33614187652289,"flat","1"
"997",35827.1047619048,389880.150307742,2455.2380952381,27.2752300920366,-500,-0.00121607215148047,12,-2.31465767422831,"flat","1"
"998",35744.6110119255,422662.434761681,2695.44159675163,28.8886055437078,-1649.12036739002,-0.00119896288223746,12,-2.25474776357989,"flat","1"
"999",36905.6506657716,241885.512415608,1924.88830154514,28.7696922528809,500,-0.00186223449292726,19,-3.14655516328857,"flat","1"
"1000",33335.2598039216,85462.6703867816,1400,15.1580985335309,-500,-0.00154533001828427,15,-2.27399763614213,"flat","1"
"1001",34720.3038469479,659663.629911585,2515.92993721829,53.1941028552957,500,-0.00224519973129057,18,-2.4013010659332,"flat","1"
"1002",42463.8604516352,2041616.11380199,4024.17791329073,65.7630378260934,-1008.46442018574,-0.0015193764024605,18,-2.04794287462046,"flat","1"
"1008",37079.7580529199,2285992.86109004,4900,-94.0251211600672,-533.562605977044,-0.00221068003061143,20,-2.17507177269509,"flat","1"
"1009",35808.8140521197,167335.767740605,2108.50272988185,4.20232838905574,-1379.46638737398,-0.000280287668929747,25,-2.1663074747015,"flat harmx","1"
"1010",35577.2583113796,699631.33786955,3900,-47.8903787332499,-1900,-0.00182402406651973,26,-2.33098456751574,"flat harmx","1"
"1011",37796.887816191,274833.46185974,1900,31.7798660560573,500,-0.00200303159892568,32,-3.94248221291285,"flat harmx","1"
"1012",33648.5599788599,851758.827841445,4218.63721660413,-44.8771153775671,1871.48578173931,-0.00142504383097731,15,-2.04022082852655,"flat harmx","1"
"1013",33334,45555.1020408163,900,-9.28211284513845,-500,-0.00128886779422939,18,-2.17507177269509,"flat harmx","1"
"1014",32998.907216497,92524.9776033764,992.783505089006,-10.9254588430793,500,-0.000854471107643511,27,-2.06830379726938,"flat harmx","1"
"1015",33013.8181818182,268322.617642099,2109.09090909093,-25.5916184655686,500,-0.00139259950545977,38,-2.10127823628901,"flat harmx","1"
"1016",32678.0655391121,26062.349246401,1000,-2.94472968891566,500,-0.00031552122269705,40,-1.97544195166135,"flat harmx","1"
"1017",32390.0000002005,141734.694004374,1500,-18.5114045854084,500,-0.00153110878956806,25,-2.15675464478251,"flat harmx","1"
"1018",32708.3716857256,144699.853773658,1418.5842862817,-10.6837632639713,918.584286281701,-0.000781578265531789,13,-2.38488033572088,"flat harmx","1"
"1019",32659.9949954832,120810.81260114,1000,-17.8157148170975,500,-0.00154500741658763,36,-2.47218787738023,"flat harmx","1"
"1020",32639.3409005983,128332.387231836,1000,-17.2708167042085,-500,-0.0015152333655659,34,-2.20273975802433,"flat","1"
"1021",33758,635546.93877551,3400,11.4045618247298,1000,-0.000555021065731206,18,-3.42038020107893,"flat","1"
"1022",34800.2152930695,1247084.17645751,4788.74602218985,33.9664028965791,1500,-0.000769701350488026,10,-3.4514385980989,"flat","1"
"1023",39335.0176735061,2695788.81481395,9173.95333438274,-51.9157052918189,-5488.68222187242,-0.000856267393985426,23,-2.29461692334487,"step down","3"
"1024",43622.0166539141,382410.70429101,2500,8.42581074614568,-1596.66625817475,-0.000374476661608065,24,-2.98380370268872,"flat","1"
"1028",35615.4957639444,2208137.67192979,6957.91314399649,13.6712014880613,991.287421298279,-0.000448975623136393,25,-2.26432638087696,"flat","1"
"1033",40796.4212014668,712827.347456139,2900,-16.5656608037406,-1273.2706696333,-0.000664538386563884,26,-2.4476108650443,"flat","1"
"1034",38084.2046065354,1103796.31238506,3843.39357053459,-51.6089873295274,1943.39357053459,-0.00160381583046565,23,-2.24999264287488,"flat","1"
"1035",51701.0108156142,181238.8519656,1182.33552341318,24.6877732581442,592.934866941308,-0.00192362859953053,16,-4.31999124375443,"flat harmx","1"
"1036",37773.9519586633,857269.654697712,2400.33637118919,-53.2148402455826,-500,-0.00201680190677934,21,-2.43041846450393,"flat","1"
"1038",44430.9960829615,1021874.63294308,2900,66.0993327082229,500,-0.00235134487290982,28,-3.77226106305299,"flat harmx","1"
"1039",43426.5280959513,464408.569708003,2587.1786521403,43.2918594362839,-1650.23634178643,-0.00214988504909797,19,-4.49184150068109,"flat","1"
"1040",40161.5962881142,444500.341397045,2500,-25.9826695856024,1500,-0.00116016681202713,22,-2.60775247978685,"flat","1"
"1041",40041.6666666667,81599.5479223829,2000,8.25010855406,1000,-0.000512052031062602,8,-2.81507877386073,"flat harmx","1"
"1042",37670.7324790763,659282.369953249,2400,-15.5089502329138,1400,-0.000752365908853862,21,-2.43611648561857,"flat harmx","1"
"1043",37108.1331083285,152428.853768794,1491.44530505531,3.83652797992936,900,-0.000373500258975811,11,-2.0971982632691,"flat harmx","1"
"1044",36869.9379449308,458541.766805793,2900,-35.2293894319149,1900,-0.00162122460269635,26,-2.34132592131048,"flat harmx","1"
"1045",36518,291302.040816327,1900,-20.3457382953187,500,-0.00117684031587536,27,-2.4476108650443,"flat harmx","1"
"1046",37037.4435058325,160612.901159434,1653.40369557105,10.6890473789329,900,-0.000728455628690019,31,-2.2896688677275,"flat harmx","1"
"1047",36596.275247041,305881.377317719,2111.21524183756,-12.3288391468597,611.215241837563,-0.000825441485201478,28,-2.41239995900125,"flat harmx","1"
"1048",36325.1320961742,321211.741664602,2515.9824845274,-23.3176191808531,1165.32610612518,-0.00103326848824723,19,-2.19283422903493,"flat harmx","1"
"1049",39034.2722617066,1553063.46664167,5356.95283834664,65.6544965691546,1000,-0.00153055218127218,11,-3.42038020107893,"flat harmx","1"
"1050",37620.8445897337,638407.285857926,2900,-0.85224315694635,909.401614612856,-0.000582409672062544,22,-2.98380370268872,"flat harmx","1"
"1051",35781.5860617608,664114.139491077,2400,-40.235476601682,-500,-0.00158314637225991,14,-2.49012021684089,"flat harmx","1"
"1052",40589.9995726497,343774.716562637,1500,37.911114189279,500,-0.00229055582782315,17,-4.40631932724293,"flat","1"
"1054",36904.1140524416,624286.26114707,2931.37367086104,-1.67447944165171,851.30998965109,-0.000561174619435147,22,-2.13961626471591,"flat","1"
"1056",41523.3910828003,1448841.76093868,3900,-43.1517505302661,-2678.19456610013,-0.00112890201377928,23,-2.23026443141442,"flat","1"
"1057",44956.6855148885,419515.818842488,2959.3689316231,-1.60386455325245,-1440.12049221581,-0.000325038209270205,20,-3.42038020107893,"flat","1"
"1058",39857.8142319341,261033.093602572,2104.62650417532,-5.38906189694457,-1828.46987813149,-0.000392398305807695,23,-2.56006132338876,"flat","1"
"1059",43486.8633402915,558449.949594282,2847.37192898687,-34.8377046972692,500,-0.00141122258126682,31,-4.05128507276165,"flat","1"
"1060",46655.3575580464,106365.46778666,1193.76455972753,16.3619975804649,500,-0.00153771942648725,34,-4.49184150068109,"flat","1"
"1063",40088.1285992757,1343085.80629096,4093.79333610365,41.9644904745136,-1547.75026199187,-0.00114300792875008,19,-2.52823177452637,"flat","1"
"1067",46065.6914603898,1709114.09957285,4900,80.9480949798281,1400,-0.00197250023255299,28,-2.77419000360676,"complex harmx","3"
"1070",46285.9999977558,222861.22213565,1400,29.6422566387348,500,-0.00219391555536496,32,-4.94766049493487,"short","2"
"1071",44710.0011631014,1480512.79145638,4400,-45.4500432365742,1500,-0.00108250326690129,25,-2.62970123469123,"flat harmx","1"
"1072",45729.3585828758,1143338.98954735,3900,66.4990567411293,500,-0.00197082694957683,34,-3.37260992481024,"flat","1"
"1073",47155.0092213161,189805.158594775,1516.81219133052,4.65031541055018,500,-0.000593285267418301,31,-3.34387231504289,"flat harmx","1"
"1074",44570.4986020717,691876.17596453,3538.98336178615,11.7523142631801,1500,-0.000406943486368028,23,-2.64366794217294,"flat harmx","1"
"1075",38941.6650119481,1367912.37212274,4000,-73.8504387690402,500,-0.00224103729197534,21,-2.34132592131048,"flat harmx","1"
"1076",43484.8248457405,3794998.50118856,7698.93801698677,122.151511139609,567.457075784558,-0.00208100017349589,15,-3.58993950625903,"flat","1"
"1078",39682.5185869255,1377044.66336072,3900,-71.5471915319782,-1039.68294012861,-0.00216618477995645,23,-2.52823177452637,"flat","1"
"1080",39641.3230659332,282514.78442384,1514.14507089318,-17.2132015338524,-984.048154221702,-0.000971613069335323,20,-2.56655063882851,"flat","1"
"1081",35722.6877871946,673405.682085023,3444.12012639347,-34.656365484356,-1000,-0.00111666894876657,11,-1.88716965403271,"flat","1"
"1082",34236.9845467316,170139.250595564,1550.55719982269,1.54566805417982,1078.54027191884,-0.000269583094729129,24,-1.9248338234534,"flat","1"
"1083",33716.6666666667,158181.630959309,1900,23.1654363873212,684.219858156044,-0.00180666608995143,17,-2.11361899348142,"flat","1"
"1084",33138.371258187,118889.574760251,1400,8.7294318099379,-1400,-0.00052961273834906,42,-2.20273975802433,"flat","1"
"1085",33276.9660285873,128093.802023602,2337.17102776583,6.76140503756374,-918.585513882917,-0.000349533639041425,15,-2.33098456751574,"flat","1"
"1086",33636.9884926757,151433.158699382,1400,22.1533360723568,500,-0.00172277819992388,16,-2.30960970793101,"flat","1"
"1087",33743.4441504975,150514.919740326,1342.30930877425,20.9970902309905,500,-0.00165940009703695,16,-2.21183072972558,"flat","1"
"1088",33444.4443396164,195484.203387265,1974.53355837868,-15.6315962899226,500,-0.000866630438245441,41,-2.52198565802942,"flat","1"
"1089",34447.6390977444,157179.955258713,1500,-6.17779743476304,-815.789473684177,-0.000566612181060638,33,-3.20892549401503,"flat","1"
"1090",33833.1883577081,74187.7881435121,900,-1.2550144167831,500,-0.00033397339941934,24,-2.41239995900125,"flat","1"
"1091",34101.5441176471,101630.407677771,1139.70588235291,11.2010098156905,-500,-0.00103624876336995,11,-2.47218787738023,"flat","1"
"1092",34253.2522417285,185078.345246314,1607.03738835538,-23.2272539815275,500,-0.00150084601776764,21,-2.54720767598538,"flat","1"
"1093",35261.4749899175,545665.875208621,3033.787068773,29.2256761287124,-2533.787068773,-0.000911938490243836,16,-3.43578882643177,"flat","1"
"1095",48148.2477009638,727344.775836183,3483.33333333347,18.8510700613637,500,-0.00059483352454823,34,-2.9058915695542,"flat","1"
"1096",43978.737114103,634848.40063368,3232.51748251745,25.1706958337346,1679.19835884959,-0.000735975135075933,25,-2.39032400730205,"complex","3"
"1097",39475.1611570737,143135.665696489,1098.1157312939,-10.7574434899212,500,-0.000737318695253502,34,-3.02413174807569,"flat harmx","1"
"1101",44517.3465690848,2422577.33547205,8062.03789073528,13.265803379115,-1618.19440654007,-0.000413665314015794,27,-3.77226106305299,"flat","1"
"1104",49076.6612953954,1958491.16451784,6300,57.2513665235725,-1444.09734471972,-0.00126324914963929,26,-2.22100510600162,"flat","1"
"1105",51231.1656667764,57598669.5779816,36651.9386045566,-242.039186340929,-4655.2739061304,-0.000708146202569369,7,-3.17246945205404,"step down harmx","3"
"1106",47565.8658663398,1850948.48773786,3900,91.6126640050693,500,-0.00242245409995777,26,-4.6356293934728,"short harmx","2"
"1107",44905.2,942380.571428571,5540,25.9255702280909,1400,-0.000562835721696404,12,-2.58097711853873,"flat","1"
"1108",44416.2837351637,959642.16763592,3900,13.4072474429625,1000,-0.000627540239841968,24,-3.4514385980989,"flat","1"
"1109",44097.8265018455,3130285.64701464,6036.63225395491,73.4530499934108,-1543.77690285534,-0.00125215290838867,36,-3.37260992481024,"step down","3"
"1113",42553.5856657858,155837.058734343,1000.64200732508,14.6438590647679,500,-0.00118312963295309,26,-4.11659017116942,"flat","1"
"1114",77670,581734.693877551,2500,15.390156062425,2000,-0.000666147899295014,25,-5.52146091786225,"short-c","2"
"1115",74038.6900911514,1565023.05141819,3900,-34.1480059521375,-2900,-0.000677884871251366,22,-3.86800612001137,"flat","1"
"1116",62754.3794564342,282858.000004553,1400,29.7510648921579,500,-0.0019435988469781,29,-4.40631932724293,"short","2"
"1117",62198.4810624588,6171483.26999063,6942.63603854356,126.663827263586,1031.65938983313,-0.00172492509719716,19,-3.86800612001137,"copmlex","3"
"1119",58561.0434791362,26824.3722508421,500,1.56658306970354,500,-0.000182620314789432,6,-3.91703554725169,"flat","1"
"1124",42286.5814406981,857474.149660566,4296.88928272689,48.4269497205869,-500,-0.00151898037153988,22,-2.56655063882851,"flat","1"
"1130",44707.218738349,231276.143927542,2075.33189496478,9.28730962566272,-951.243543887191,-0.000338741939191924,23,-2.41911890925,"flat","1"
"1131",44395.010188157,2111035.29375152,6875.05577987718,-3.46483266628095,-1592.23094209767,-0.000398354885235681,33,-2.62970123469123,"step down","3"
"1135",42395.0979982304,179285.280234391,1400.81672557063,-0.654286315638452,-502.119146861231,-0.000520617462898353,32,-2.9058915695542,"flat","1"
"1139",51915.1624123625,31540263.1825742,15338.4912228589,-296.321520001285,-1957.35210237817,-0.00167492704505523,15,-3.42038020107893,"step down","3"
"1141",43001.7285720053,5850128.38672615,13206.5819296754,-95.980438778242,9569.28270974076,-0.00102533469180944,12,-2.44184716032755,"step down","3"
"1143",41512.2173077155,832761.739452965,3935.80952144186,34.898721932267,-2474.34497926399,-0.00101715529911793,20,-2.13115597736651,"flat","1"
"1146",72323.1845629827,111362.353021114,1398.79738977969,-16.6331882234266,500,-0.00135591761023462,19,-4.35831010805657,"flat","1"
"1147",41514.2937594374,1618027.7387872,4547.30579138345,-59.3076835847453,2073.71596720978,-0.00148476554877853,25,-1.73386799081228,"step down harmx","3"
"1148",37682.5087923417,1324939.83022986,3997.93675764566,-62.3260899205406,1512.87284380155,-0.00174774222036341,20,-2.14814873968963,"flat","1"
"1149",37184.0584292512,516991.030278626,2400,-27.558611962289,500,-0.00123136965358758,19,-2.22100510600162,"flat","1"
"1150",36608.5442797185,380586.679636363,2908.79021237064,-4.99790839438213,-2908.79021237064,-0.000474027136960267,20,-2.17068002211411,"flat harmx","1"
"1151",36894.1548644838,178242.482683921,1900,-17.1946801593885,900,-0.00113593891481107,19,-2.14387340183922,"flat harmx","1"
"1152",34594.1034330083,454905.243490203,2500,-9.8458407952566,500,-0.000563913103887104,30,-2.34132592131048,"flat","1"
"1153",33804,225289.795918367,1400,-10.9099639855938,-1000,-0.000688080166536741,15,-2.27399763614213,"flat harmx","1"
"1154",35163.5573607956,317843.11887563,3589.42243518572,11.7563266176105,2575.32327059586,-0.000365517736887932,26,-2.28474517486571,"flat harmx","1"
"1155",34014.7011696485,394095.608306801,1900,-27.8794310203111,500,-0.00133116297854856,21,-2.3570412787901,"flat","1"
"1156",33475.8541447372,47130.2831409688,1102.98231807435,-7.04606222162843,500,-0.000873701936852889,33,-2.39032400730205,"flat","1"
"1157",33070.1746738986,141410.045949939,1400,-8.07496450730001,500,-0.000765156783812631,29,-2.55361384779779,"flat","1"
"1158",32730,45000,1000,1.51260504201656,500,-0.000224028589165529,6,-2.27399763614213,"flat","1"
"1159",32774,248085.714285714,1900,-27.9807923169269,500,-0.0018463561145282,20,-2.3570412787901,"flat","1"
"1160",33010,60102.0408163265,500,0.600240096037934,500,-0.000254174588275385,31,-2.52823177452637,"flat","1"
"1161",32808.1612127142,337845.883795846,2058.42435390069,-35.9209836286938,-500,-0.00213700507683537,23,-2.59427518684337,"flat","1"
"1162",36206.2129822288,1711043.63439157,5353.89067522858,39.9555230917667,-1583.78970726771,-0.000835327035196336,24,-3.4514385980989,"complex harm","3"
"1163",35639.9940499801,467755.589526864,3000,-27.323629174011,2000,-0.00112200172542807,15,-2.16108553072035,"flat harmx","1"
"1165",38726.5035536853,1094397.06384352,3739.21583664325,-29.0956290304576,-3239.21583664325,-0.00082665367194456,22,-2.24999264287488,"flat","1"
"1166",41728.9034169445,70112725.8899324,31466.3334182494,-384.095784421654,-6020.14657591398,-0.00124709580042005,42,-2.0971982632691,"step down harmx","3"
"1167",38565.0580888694,602422.693444761,2500,6.18490234562833,-1656.73295945443,-0.00051659510064385,18,-1.92141267745493,"flat harmx","1"
"1168",46995.9380797023,41487227.9291402,19500,-304.651642069245,-5253.511378911,-0.00137858441587441,12,-3.53701710480469,"step down harmx","3"
"1169",37217.572436566,247498.820888991,1900,-14.5563006172948,-754.612772019849,-0.000782889322072139,15,-2.13537717401014,"flat harmx","1"
"1170",38715.4932830117,127737.965501656,2093.63255254918,-9.296431641118,-1593.63255254918,-0.000475877348059653,25,-2.33098456751574,"flat harm","1"
"1171",37390.4108396077,3283865.10960008,8812.32518823099,-104.474718610251,-2506.16259411549,-0.00172501853766011,36,-2.41239995900125,"flat-z harmx","1"
"1172",35538,1457506.12244898,4400,-24.6002400960383,-1500,-0.000614737357314887,27,-2.17507177269509,"flat-mz harmx","1"
"1173",40049.944132355,717710.516152311,3000,57.1915596853085,500,-0.0023736829826329,20,-4.02295456613543,"flat harmx","1"
"1174",36316.2732381082,582898.205182951,3025.39804370252,-43.9252348888954,739.334211780588,-0.0017900625224258,14,-2.08425309867706,"flat harmx","1"
"1175",70721.7742089353,245706.535258627,1594.9834940872,28.4318700498186,-400,-0.00194075034747107,33,-4.94766049493487,"short","2"
"1176",49717.0409609517,224513671.01792,49717.0668223326,-947.432869169084,-8614.41392884829,-0.00211712958497644,21,-3.31593753771133,"multi-step","3"
"1177",44679.6006173817,97996161.4663291,31700,-376.920595898297,-13700,-0.000980620036811127,7,-1.8152328254137,"flat and step down harmx","1"
"1178",42898.2249013346,303331.46165901,2000,23.4090455253475,-500,-0.00135172310512484,32,-3.48349262438899,"flat","1"
"1179",42876.3188562075,769202.891791441,3004.6172302722,46.1164119527053,541.900496660979,-0.00147433383287289,28,-3.24676102835774,"flat harmx","1"
"1180",40876.4182822318,378751.714812232,2000,32.8458628626258,500,-0.00176286300438412,34,-3.53701710480469,"flat harm","1"
"1181",39274.8093736375,1491874.33405741,4734.14721250562,36.857158366242,-1918.18284484091,-0.000877224361134185,26,-2.04407439784254,"flat","1"
"1182",43612.9062775192,39240748.9577737,24401.4915017284,-265.074642017007,-2418.76871850632,-0.001150237450502,10,-3.19662521593338,"step down","3"
"1183",60234.2359432306,687967.884071126,2721.22887929365,0.0157618186338634,685.777287063167,-0.000229634045950359,26,-3.4514385980989,"flat","1"
"1185",35102.4487508567,3333518.4593845,6283.11772316614,107.038129300338,-4300.33628848011,-0.00189556022410213,21,-2.05182637464686,"flat","1"
"1193",39237.3384789677,3288756.90049172,7855.52409521284,50.4061317756845,-1592.51541759914,-0.000702634044631072,13,-3.06830296638883,"flat","1"
