"f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","f41","f42","f43","f44","f45","f46","f47","f48","f49","f50","duration","label","file","strain"
39508.0231998784,39504.2790399352,39501.6046399757,39500,39499.4651200081,39500,39501.3074844246,39501.9017955267,39500,39494.2755954645,39485.2278032461,39473.8122755968,39460.984664769,39447.7006230147,39434.9158025863,39423.5858557357,39414.6664347153,39409.1131917773,39407.8817791737,39411.9278491568,39422.2070539788,39439.6750458919,39465.2874771482,39500,39500,39500,40000,40000,39500,39500,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,39877.1658970171,39500,39123.257621774,0.0972,"flat","T0000195","SD"
40344.0986631474,40341.1482257721,40338.1977883968,40335.2473510214,40332.2969136461,40329.3464762708,40326.3960388955,40323.4456015202,40320.4951641449,40317.5447267695,39582.9031912664,40500,41000,41000,40500,40500,40500,40500,40000,40500,40000,40000,40000,40000,40000,40000,40500,40500,40000,40500,40000,40000,40000,40000,40000,40000,40000,40000,40000,40500,40500,40500,40500,40500,40500,40500,40500,40000,40000,40199.5272317569,0.1208,"flat","T0000195","SD"
40099.5996103748,40000,41000,41000,41000,41500,41500,41500,41500,41500,41500,41500,41500,41900,41900,41500,41500,41500,41900,41500,41500,41500,41500,41500,41500,41500,41000,41000,41000,41000,41000,41000,40500,40278.6157447546,40368.3526804916,40500,40500,40517.7018914812,40559.2859835443,40571.2270838353,40500,40500,41000,41000,41000,41000,41000,40500,40500,40000,0.0865,"flat","T0000195","SD"
50251.5095066804,50300.7065775951,50349.9036485098,50399.1007194245,50448.2977903392,50497.4948612539,49800,50595.8890030833,50200,50200,50700,50700,50700,51200,51200,51200,51200,51200,51700,51200,51200,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51200,51200,51200,51200,50700,49876.103923646,48978.9091349765,48215.5584911343,47793.1948492622,47918.9610665032,48800,0.0368,"flat","T0000195","SD"
48627.018128327,47249.8872999601,45872.7564715933,44495.6256432265,43118.4948148597,41741.3639864928,40463.228012943,38790.6822294128,37705.161780654,37100,36868.5302207841,36904.0857763397,37100,37343.8265019774,37500,37500,37500,37500,37500,37500,38000,38000,38000,38000,38000,38500,38000,38500,38500,38500,38500,38500,39000,39000,39000,39000,39000,39000,39500,39500,39500,39500,40000,40000,41000,41000,41000,41000,41000,41032.044671089,0.0343,"flat","T0000195","SD"
44900,45400,45400,45400,45800,45400,44978.8788759207,44819.6112907794,44900,44900,44400,45338.441879162,43900,36444.1970219035,42684.7671889232,42750.3230435961,42815.8788982691,43400,42946.9906076149,43900,37719.8081916407,44400,44400,44400,44400,43900,43900,43400,43131.1007059043,43204.7387592329,43400,43400,42877.0752575062,42900,43900,43900,44900,45400,45800,45400,45800,45800,45446.660740926,44900,44400,44400,43900,43900,43900,43278.6383073078,0.2467,"flat","T0000195","SD"
38500,39000,39130.5937354571,39000,39500,42400,42900,43400,43400,43476.0426253346,43716.5938219533,43900,43900,43900,43900,43900,44035.6404768359,44400,44900,44900,44900,44900,44900,44430.7580960744,44900,29787.5145002214,30499.7128732103,38412.054809594,44900,44900,44900,44900,44900,44900,44900,44900,44400,44400,51050.5409881943,60387.9419839548,48043.5858652511,61316.6570010105,52336.434759514,44900,43507.8744688482,44900,45400,45400,44900,43165.6492306111,0.1203,"flat-z","T0000195","SD"
43830.5959394159,43801.0601266263,43771.5243138368,43741.9885010472,43712.4526882576,43682.916875468,43653.3810626784,43623.8452498888,43400,43400,43900,43400,43400,43400,43400,43400,43400,43400,43400,43384.2625682196,43351.4102734469,43305.166929101,43249.2563486011,43187.4023453663,43123.3287328159,43060.759324369,43003.4179334448,42955.0283734625,42919.3144578411,42900,42900,42900,42900,42900,42400,42900,42900,42400,42900,42900,42677.9549847075,42484.6982838337,42374.0924410431,42400,42400,41900,41900,41957.7171376957,41500,41526.6296701302,0.0302,"flat","T0000195","SD"
37474.0166353917,37100,37500,38000,38000,38000,38000,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38519.9592552956,38562.6077040145,38624.6256933292,38702.6935704126,38793.4916824371,38893.7003765753,39000,39019.3717219588,38500,38500,42400,42900,42900,42576.1390919164,42400,42900,43084.7150528874,42960.2405925565,42900,43144.1774134378,43400,43400,43400,43400,43400,43405.8361535566,0.1259,"flat-z","T0000195","SD"
38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38495.6234253645,38482.1184127692,38454.9395076687,38409.5412555174,38341.37820177,38245.9048918811,38118.575871305,37954.8456854965,37750.1688799099,37500,0.0025,"short","T0000195","SD"
37120.8441466197,37231.1327850071,37341.4214233946,37451.710061782,37561.9987001694,37500,38000,38000,38000,38000,38000,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,0.1049,"flat","T0000195","SD"
38077.1369964557,37846.2821978734,37673.1410989367,37557.7136996456,37500,37500,37500,37500,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,37500,38000,37500,38000,37500,37500,37500,37474.8262419241,37481.2541874155,37500,37500,37500,37747.7246067066,38000,38000,37955.6709443332,37934.4822924264,37935.4581683532,37957.6226961866,38000,38000,38000,38500,38000,38000,38000,38000,38000,37875.5586586058,37500,38074.8340058574,0.1269,"flat","T0000195","SD"
38055.143374887,38052.6267014904,38050.1100280938,37500,38000,38000,38000,38004.4649809096,38000,38000,38000,38000,38000,38000,38500,38000,38000,38130.5830301774,38174.1871999489,38156.8717455657,38104.6959032791,38043.7189093401,38000,37991.0267389948,38000,38006.1123859366,38006.8101067669,38004.1027742137,38000,38000,38000,38000,38000,37500,38000,38428.3376957496,38475.5431013053,38262.0626909426,37908.3429389372,37534.8303195647,37954.4764390241,37951.9597656276,37500,38000,38000,38000,38000,38000,37878.2370027939,37500,0.0988,"flat","T0000195","SD"
38262.5687837502,38244.0247787061,37500,38000,38000,38000,38500,38500,38500,38500,38000,38000,38059.1384149889,38035.3216650611,38000,38000,38000,38000,38000,38009.4104942624,38015.8181763099,38000,38000,38000,37500,37500,37500,37500,38000,38000,37500,38000,38000,38000,38000,38000,38000,38000,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500.0797052793,38500.2391158378,38500.4782316756,0.0691,"flat","T0000195","SD"
42468.7083795184,42330.8030399554,34838.7036177441,40712.9012059147,42900,42900,42400,42900,42900,42400,42400,42400,41900,41900,41500,41500,41500,39000,39000,39000,39000,39000,39000,39000,38500,38500,38500,38500,38500,38500,38500,38000,38000,38000,38000,38000,38000,38000,38000,38500,38500,38500,38500,38500,38500,38500,38000,38524.6881195508,41764.6881195508,39515.9309654724,0.0768,"flat-z","T0000195","SD"
39507.0824205361,37054.8179769313,39000,39500,39500,40555.5460692062,42085.9101153437,42900,42400,41900,41529.8614372954,41227.427095564,40997.8351083585,40846.223609232,40777.7307317374,40797.4946094274,40910.6533758551,41122.3451645733,41437.7081091349,41861.8803430929,42400,42900,42900,42900,42900,42400,42128.350422603,42163.8425843247,42317.4134538841,42400,42400,42400,41500,41900,41900,41500,41500,41530.4545743702,41271.3714205163,40500,39500,39500,39000,39000,39000,39385.2780622153,39781.1668373292,39500,38500,39000,0.0604,"flat-z","T0000195","SD"
47087.1509529748,45462.3836509916,44900,44900,44900,44400,43900,43458.5415609031,42900,42400,42900,43400,43900,44400,44400,43400,43553.7871499557,44400,44900,45184.5276681871,45382.0468183578,45542.4555385683,45715.6519168747,45951.5340413332,46300,46800,47300,47300,47300,47800,47300,47300,46800,46300,45800,45454.8390547429,45322.0803382131,45400,45400,44900,44900,43900,54303.4460894494,47212.4361088326,47292.3089652139,52576.3859928293,40500,34877.3226133231,41000,32835.0513271844,0.3671,"flat-z","T0000195","SD"
53414.4925636725,55670.0393902419,54408.5316485991,54100,54600,55693.4670024084,51862.5593829027,51603.9038527744,51345.2483226461,51086.5927925178,54837.9424435517,52920.0213506786,50890.4770233368,48981.5060930621,47425.3051913905,46454.0709498578,46300,46800,46800,46800,46800,46800,46300,46300,46300,45800,45800,45800,45400,45400,44900,44900,44900,44900,44400,43900,43900,43900,43900,43400,43400,42900,42400,39000,43400,43900,43900,43900,43400,41977.4457688121,0.1991,"step down","T0000195","SD"
38137.084939716,39500,40633.4633218847,41561.7606196558,42309.177607599,42900,43355.6595859223,43686.1724535399,43898.7007658046,44000.4066856684,43998.4523760829,43900,43900,44400,44400,44400,44400,44400,43900,43900,43900,43400,43400,43400,43400,42900,42900,42900,42900,42900,42400,42400,42735.1620090249,43014.2379392816,42900,42400,42400,42400,42400,42400,42400,41900,41900,41900,40000,39500,39500,39000,38500,38563.4573609608,0.0901,"flat-z","T0000195","SD"
47097.4702537139,44400,43163.5912594288,43016.8154605718,43588.2440320004,44506.448402286,45400,45800,45400,45400,45400,45400,45400,45400,45400,45400,45400,44900,44900,44900,44900,44900,44900,44900,44900,44400,44400,44400,44400,44400,44400,44400,44400,44400,43900,43900,43900,43900,43900,43400,43400,42900,42400,41375.8048291411,40500,40847.2693301239,43358.2638687366,48940.1264729811,54584.8992050861,60225.8984422697,0.0558,"step up","T0000195","SD"
45857.4385350317,45835.549328522,45800,45400,45800,45800,45800,45400,45800,45800,45400,45400,45800,45800,45800,45800,45400,45400,45301.4662078557,45400,45800,45400,45400,45400,45400,45400,45400,44900,45400,45565.7237012949,45257.4069963343,44900,44813.7383780814,44900,44989.8942134682,45052.3140757302,45090.5985714132,45108.0866851446,45108.1174015514,45094.029705261,45069.1625809005,45036.8550130972,45000.4459864782,44963.2744856709,44928.6794953024,44900,44900,44900,44400,44784.8674160561,0.0506,"flat","T0000195","SD"
48327.7425718627,48372.4847404596,48417.2269090565,48461.9690776534,48506.7112462503,48551.4534148473,48596.1955834442,48640.9377520411,48685.679920638,48730.4220892349,47271.6883569397,48800,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,48800,49300,49300,49300,49300,48800,48800,48804.7711605706,48667.4083713755,48471.3413964927,48300,48200.9388748034,48078.2124291212,47800,47300,46800,46800,47300,46300,46300,46300,46300,46300,46300,46309.3363805393,46328.0091416178,0.0174,"flat","T0000195","SD"
43400,43900,44400,44900,44900,44400,43900,43900,43900,44400,45400,46300,46800,47300,47800,47800,47800,47800,47800,47800,47300,47300,47800,47800,47800,47300,47300,47300,46800,46800,46800,46800,46800,46300,46300,46300,46300,45800,45800,45800,45800,46300,46300,46300,46800,46800,46800,45400,45400,49874.2319621664,0.0824,"flat","T0000195","SD"
43617.3260533377,43713.8736454305,43810.4212375232,42400,43017.3812573761,43401.0930828469,43676.1142796296,43967.4236509416,44400,44900,44900,44900,45400,45400,45400,45400,45800,45800,45800,45800,45800,45800,45800,46300,46300,46300,46300,46300,46300,46300,46300,46300,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46300,46300,45800,45800,45400,43552.1580937922,44142.8251252647,43764.6855049065,0.0455,"flat-z","T0000195","SD"
50246.2357452827,47038.4942981131,45400,44920.7528509434,45190.7528509434,45800,46300,46300,46300,46800,46800,46800,46800,46800,46800,46800,47300,47300,47300,47300,46800,46800,46800,46800,46800,46800,46800,47300,47300,47300,47300,46800,46800,46800,46800,46300,46300,45800,45800,45400,44900,42900,42900,42400,41500,41000,41000,41000,40500,39492.3076923077,0.0686,"flat-z","T0000195","SD"
43787.6480457313,43954.4897672844,42897.8330241352,43942.6377242003,44645.0186765812,45075.2139765161,45303.461719243,45400,45400,45400,45800,45800,45800,45800,45800,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,45800,46300,45800,45800,45800,45800,45800,45800,45400,45800,45400,45400,45400,45400,45400,44900,44900,44400,43900,44021.8387664963,45265.516299489,0.0455,"flat","T0000195","SD"
47310.7187861188,47298.6762624485,47286.6337387783,47274.591215108,42495.5311974227,45698.5103991409,47300,47800,47800,47800,47300,47800,47800,47800,47800,47800,47800,47800,47800,47300,47800,47300,47300,47300,47300,47300,46800,46800,47300,46800,46800,46800,46800,46800,46800,46800,46800,46300,46300,46300,46300,46300,46300,45800,45800,41900,41900,41900,41900,42354.3117312399,0.0373,"flat-mz","T0000195","SD"
36636.6821304445,37038.5807333719,37440.4793362992,37842.3779392266,38244.2765421539,42900,37263.2754092003,39449.972350936,39851.8709538633,40253.7695567906,40655.668159718,41057.5667626453,41459.4653655727,37321.511331731,39786.0635687283,42067.4712133961,43900,44900,44900,45400,45400,45400,45400,44900,44900,44400,43900,43900,42900,42900,42400,42400,41900,41000,40500,40059.7460883536,39627.9532522961,39316.287372062,39236.4143278852,39500,40000,40000,39500,39000,39500,39500,39500,39500,39430.7110617353,39292.1331852058,0.0757,"complex","T0000195","SD"
44663.2057231426,44632.0376523129,44600.8695814832,44400,44900,44400,44400,44400,44400,44400,44400,44400,44400.0514621497,44400.1750104468,44400,44400,44400,44400,44400,44400,44900,45400,45400,45400,45400,45400,45400,45400,45400,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,46300,46300,45800,46300,45800,46392.6364376484,46452.021846908,46511.4072561676,46570.7926654271,46630.1780746867,0.0235,"flat","T0000195","SD"
43868.2000684309,44494.7307419303,45121.2614154297,45747.7920889291,46374.3227624284,47000.8534359278,45098.8141494193,48649.4070747097,50516.4690249032,51200,51200,51200,51700,51200,51700,51700,52240.8608665796,53614.0578504362,55639.792698135,58138.2671562414,56184.2685249287,55983.0686560619,55781.8687871952,55580.6689183284,55379.4690494617,55178.269180595,54977.0693117282,54775.8694428615,54574.6695739947,54373.469705128,54172.2698362613,59903.8435432747,54683.5945713912,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51200,51200,51200,51200,51257.7136896178,0.0215,"flat","T0000195","SD"
90800.0000022412,90800.0000018337,90800.000001467,90800.000001141,90800.0000008557,90800.0000006112,90800.0000004075,90800.0000002445,90800.0000001223,90800.0000000407,90800,90800,90800,90800,90800,90800,90800,90800,90800,90800,90800,90800,90800,90800,90800,90800,90800,90800,90800,90800,91300,91300,91300,91300,91300,91300,91300,91300,91300,91300,90800,90800,90800,90800,90800,90800,90800,90800,90800,90800,0.0025,"short","T0000195","SD"
47800,48300,48493.6243666907,48509.2460968091,48478.055643582,48531.2434602366,48800,49300,49684.3841427085,49888.8926334605,49948.7944873316,49899.3587193974,49775.8543447333,49613.5503784151,49447.7158355183,49313.6197311184,49246.5310802911,49281.7188981118,49454.4521996563,49800,50200,50200,50179.5240393117,50291.9960245798,50564.7059901921,51024.9439705362,51700,52200,51700,52200,51700,51700,51700,51403.2713532661,51200,51200,50700,50700,50200,49800,49800,49300,48800,48800,48800,48300,48300,48300,47800,46328.5996540308,0.065,"complex","T0000195","SD"
46963.5890334978,44256.4871711826,47300,47800,47300,47300,47800,47300,47800,47800,47800,47800,47800,47800,47800,47300,47300,47419.5514552711,47436.1044534226,47300,47001.6442914634,46691.7042879301,46560.9121404317,46800,47300,47300,47300,46800,47300,47300,47300,47300,47300,47300,47800,47800,47300,47686.0780356036,48300,48300,48300,48300,48365.4013373057,48413.8515384671,48300,48300,50176.3606095006,55314.4558475958,60449.5866981166,65585.269685675,0.0737,"flat","T0000195","SD"
45800,47160.6678685239,47803.8908919843,47902.2881180002,47628.4785941907,47155.0813681748,46654.7154875715,46300,46300,46800,47287.4482229531,47616.1350931443,47783.82777764,47788.2934435069,47627.2992578115,47298.6123876204,46800,46300,46300,46300,46300,46300,46300,46163.6043488931,45954.296545145,45800,45800,45800,45400,45216.2078361008,45400,45800,45985.2243820276,45932.994046839,45748.1515206366,45535.5393296228,45400,45400,45400,45400,45800,45800,45800,46432.3943979826,47101.2160507488,46894.4296781406,44900,46930.6588141116,47114.7750930232,47987.9357171381,0.0834,"flat-z","T0000195","SD"
48671.3217924654,48800,49300,49300,49300,49300,49280.748708982,49305.8403520418,49453.0118190807,49800,50200,50200,50700,50700,50700,50700,51200,51200,51200,51200,51200,51200,51200,50700,50700,51200,51200,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50200,50200,50200,50033.2031212681,49844.243386241,49800,49800,49300,49300,48800,49460.9015990187,49392.7434666665,0.0399,"flat","T0000195","SD"
67643.8333947403,67926.9577032628,68210.0820117852,68493.2063203077,68776.3306288302,69059.4549373526,69342.5792458751,69625.7035543975,69908.82786292,70191.9521714425,70475.0764799649,70758.2007884874,71041.3250970098,71324.4494055323,71607.5737140548,71890.6980225772,72173.8223310997,72456.9466396222,72740.0709481446,72994.2284680485,73338.7346200347,73625.8230800231,73855.4938480139,74027.7469240069,74142.5823080023,74200,74200,74200,74200,73700,73700,73700,73700,74200,74200,74200,74200,73700,73700,73700,73700,73700,73700,73700,73700,73200,73200,73200,73200,73257.7151850872,0.0061,"short","T0000195","SD"
41000,41500,41500,41500,41500,41900,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46300,46300,46300,46300,46300,46300,46300,46800,46300,46800,46800,46800,47300,47800,47800,48300,47800,47300,47985.3658975803,0.0819,"flat-z","T0000195","SD"
46658.9705306507,46647.8281836231,46636.6858365955,46625.543489568,46614.4011425404,46603.2587955128,46592.1164484852,46300,46569.83175443,46558.6894074024,46300,46300,46300,46300,46300,46300,46800,46800,46800,46800,46800,46800,46800,46300,46300,46300,46300,46800,46300,46300,46300,46300,46300,46300,45800,45800,46300,46300,46300,46317.3398304692,46313.1086656614,46300,46300,46300,46300,46800,46800,46800,46694.8243395794,46300,0.0901,"flat-z","T0000195","SD"
47354.8666815989,47312.5102224255,47270.1537632521,47227.7973040786,47185.4408449052,47143.0843857317,47100.7279265583,47058.3714673848,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46767.101582457,46800,46800,46300,46300,46300,46300,46300,45800,46300,45800,45800,46300,46300,46300,46300,46300,46300,46300,46800,46800,47300,47300,47800,47800,47800,48300,48300,47800,46876.9531999534,45530.8595998602,0.0691,"flat","T0000195","SD"
48013.7183195117,49800,50200,50200,50700,51200,51700,52200,52200,51700,51700,51700,51700,51700,51200,51200,50700,50700,50200,50200,50200,49800,49800,49800,49800,49800,49300,48880.558433771,48681.4589451708,48638.2774458464,48686.589847445,48761.9720616138,48800,48772.9624872491,48800,48800,48300,48300,48300,47800,47800,47838.987376995,47800,47771.6455440036,47771.6455440036,47800,47856.7089119928,47941.772279982,48055.1901039676,48196.9623839495,0.107,"flat","T0000195","SD"
39500,40000,40500,41000,41000,40932.0935643261,40941.0687752344,41018.4742170597,41155.8584741369,41344.7701308009,41576.7577713863,41843.369980228,42136.1553416609,42446.6624400197,42766.4398596393,43087.0361848544,43400,43695.6436343996,43959.3343973318,44175.2033430643,44327.3815258646,44400,44400,44400,44400,44400,44400,44400,44402.3819942691,44400,44400,44400,44400,44900,44900,44900,44900,45400,45400,45400,45800,45800,46800,47300,47800,47800,48300,48300,48300,48923.3313589049,0.1628,"flat","T0000195","SD"
39186.0298968543,40000,41000,41000,41500,41500,43900,44400,44394.3068356544,44400,44400,44900,44867.4660582647,44489.7107865737,44400,44900,45225.5512878272,45323.1838681748,45400,45598.1529480209,45800,45800,45400,44900,44900,44900,44400,44283.8240910976,44400,44333.4837465396,44098.3818321005,43816.088378455,43607.997507375,43595.5033406326,43900,44400,44381.0428315644,44400,44900,44900,44900,44900,44400,44400,44400,44400,44400,44900,43900,44284.4287865623,0.2488,"flat-z","T0000195","SD"
40000,40500,41000,41000,41000,41000,40500,40500,40500,40500,41000,44400,43900,44400,44400,44400,44400,44900,44900,44900,44900,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,44900,44900,44900,44900,44900,44900,44900,44400,44900,44900,44900,44900,44771.165934593,44400,43661.5021962211,42430.6725232562,40582.5109811053,0.1976,"flat-z","T0000195","SD"
37971.6794479292,39500,40000,40000,40000,40000,40000,39998.2805441434,39995.2703511288,39994.6249825498,40000,40000,39942.1266691407,39835.2345303858,39707.2790570606,39586.2157224903,39500,39486.5876133498,39623.9352880385,40000,40500,40500,40500,41395.4300503337,42664.2064691225,43400,43400,43400,40500,40000,40500,40500,41000,41500,43400,43400,42977.0799730358,42761.1301072249,42709.0824686999,42777.8691235933,42924.4221380375,43105.673578165,43278.5555101083,43400,43400,43400,43900,43400,42900,43573.2282816003,0.1889,"flat-mz","T0000195","SD"
42431.644958194,42340.0887204603,42248.5324827265,42156.9762449928,55130.9717815454,48036.4576723181,43536.4576723181,41050.9717815454,40000,39755.842482108,39500,39000,39500,39500,39500,39500,39497.190247518,39500,39500,39500,39490.3416087659,39474.2277108223,39459.3974535714,39453.5899844158,39464.5444507578,39500,39500,39258.4323790061,39000,39000,39000,38500,39000,39500,39500,39500,39500,39500,39653.0718810031,39838.4959753599,39854.6720820367,39500,39500,39500,39500,38311.6142601751,39500,39500,38036.9455469739,37945.3893092401,0.2001,"flat","T0000195","SD"
40130.411655819,39500,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,39500,39551.6523537683,40000,40350.7953468328,40529.958764773,40568.4526149193,40497.2392583704,40347.2810562248,40149.5403695812,39934.9795595383,39734.5609871947,39579.2470136491,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39000,39000,40592.5228613536,39545.1794066129,39530.1734515051,39515.1674963972,39500.1615412894,39485.1555861815,39470.1496310737,39455.1436759658,39440.137720858,39425.1317657501,39410.1258106423,39395.1198555344,0.0506,"flat","T0000195","SD"
39020.4020231114,39085.078511444,39000,39500,39000,39500,39500,39500,39500,39500,39500,40000,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39000,39000,39000,39000,39000,38984.5356688854,38953.6070066562,38907.2140133123,38845.3566888539,38768.0350332809,38675.2490465932,38722.693009585,38680.6489540864,38638.6048985878,38596.5608430892,38554.5167875906,38512.472732092,38470.4286765934,38428.3846210947,38386.3405655961,38344.2965100975,38302.2524545989,38260.2083991003,38218.1643436017,38176.1202881031,38134.0762326045,0.0788,"flat","T0000195","SD"
36044.4807095815,36245.6692429968,36446.857776412,36648.0463098273,36849.2348432426,37050.4233766579,37251.6119100732,37452.8004434884,37653.9889769037,37855.177510319,38056.3660437343,38257.5545771495,38458.7431105648,38659.9316439801,38861.1201773954,38891.680266093,39500,39500,39500,40000,40000,40000,40000,39500,40000,40000,40000,40000,40000,39500,39242.1562002776,39307.6569580588,39500,39500,39000,39000,38943.5573460389,38719.9510341534,38474.5660492484,38352.7873762289,38500,38913.7215207749,39000,38500,38500,38500,38474.7250784795,38474.7250784795,38500,38550.5498430409,0.044,"flat","T0000195","SD"
37867.9383488476,39500,40166.0308255762,40216.0308255762,40000,40000,40500,40000,39721.0765778879,39834.0864518023,40000,40000,40000,40000,40000,40000,40000,40000,40295.069535129,40366.7592819608,39500,39500,41372.6829734477,40619.4156267671,39500,39500,39500,39475.6224933948,39500,39500,39500,40000,40000,40000,40000,43400,44243.4283153185,43400,43400,43400,42900,42334.1887296548,42184.1887296548,42900,44931.6225406904,48729.0563517259,54742.3014331066,59191.4477531031,64041.1352158599,68890.8226786168,0.1223,"flat-mz","T0000195","SD"
39500,39919.4154323897,40044.4154323897,40000,40000,40363.7329490948,40500,40000,39833.3722076277,40000,40000,39500,40000,40122.3379386387,40000,40000,39500,39500,39524.8700150656,39476.6280593989,39500,39500,39000,39000,39000,39000,39000,39000,39000,38993.1291029501,39000,39000,38866.2225544323,38777.1996953227,39000,39500,39500,39500,39500,39500,39000,39000,39021.5556248224,39000,39000,38737.3071261788,38323.7408984774,38000,38000,38530.5240123281,0.1336,"flat","T0000195","SD"
39000,39500,39500,40000,40000,40500,40500,40500,41000,40500,40500,40500,40500,40000,40000,40000,39500,39500,39500,39500,39500,39500,39500,39000,39500,39000,39500,39500,39500,39500,39500,39500,39500,40000,40000,40000,40000,40000,39500,39183.8389996553,39167.0028499447,39316.6652752618,39500,39500,39000,38500,38547.4129486218,39642.2388458655,39036.2568544675,39006.3434145339,0.1853,"flat","T0000195","SD"
39500,40000,40000,40000,40000,40000,39500,39500,39500,39500,39000,39000,38500,38055.11693335,37859.7386123556,37852.667387996,37972.7056112507,38158.655633099,38349.3198045205,38483.5004764943,38500,38366.0860893687,38162.8879123387,38000,37958.0086994681,38001.4676219599,38065.9221947176,38086.9178449836,38000,38000,38500,38000,38000,38500,38500,38500,38500,38500,38000,38000,38000,38000,38500,38000,37226.0132322473,37100,38396.960303258,37551.4481427957,37511.3968080032,37471.3454732106,0.1336,"flat","T0000195","SD"
38052.5922609199,38000,38500,39000,39000,39000,39500,40000,40000,39500,39500,39500,39500,39500,39500,39000,39000,38782.3534213334,38500,38500,38500,38500,38500,39000,39500,41699.7970426698,43900,44400,44900,44900,44900,44900,44400,44400,43900,43900,43400,43400,39500,39500,39500,39500,39500,39500,39500,39500,39500.2768764579,39500.2768764579,39500,39499.4462470842,0.173,"flat-mz","T0000195","SD"
39566.4951126615,39000,39500,39570.2290931166,39500,39500,39500,39569.4407858784,39706.8610624076,39876.8151217706,40043.8572561498,39441.5658405652,39430.208634011,39418.8514274568,39973.9923874844,39594.7892796859,39000,38500,39000,39147.1733733115,39000,39000,39000,39000,39000,39000,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39000,39000,39000,39000,39000,39000,39000,39000,38500,38500,40092.5440714994,0.1873,"flat","T0000195","SD"
48306.8345540583,48235.2724938435,48300,48300,48300,47800,47482.1611636289,47458.6374928356,47605.7950756245,47800,47800,47300,47300,47800,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47800,47800,47800,47800,47800,47300,47300,46800,47468.4372026147,0.0624,"flat","T0000195","SD"
39426.4080554532,41000,41500,41500,41500,41000,40500,40000,39500,39500,39500,39500,39500,40931.8540745017,43162.8141994493,44900,45400,45800,46300,46300,46300,46300,46300,46300,45800,45800,45400,45400,45400,45400,45400,44900,44900,45400,45400,45400,45400,45400,45400,45400,45400,45400,44900,44900,44900,44900,44900,44900,44900,43900,0.2344,"flat-z","T0000195","SD"
44712.4374882578,44485.9683524478,44259.4992166378,44033.0300808278,51128.515454836,44251.4061819344,40500,39074.2969090328,39174.2969090328,40000,40500,40000,41554.7747057151,43400,43400,43400,43400,42900,42900,42900,42400,38500,39000,38500,38500,38000,38000,37500,37500,40500,39124.9016779696,36081.1431653549,37500,44400,44400,44400,44400,44900,44900,44900,44900,44900,44900,44900,49813.4611149563,48388.3291306041,48977.5499168675,49566.7707031309,50155.9914893942,50745.2122756576,0.1182,"flat-mz","T0000195","SD"
38499.0065573312,38500,38500,38500,38500,38500,38532.9077884052,38500,38500,39000,39000,39000,39048.725389517,39100.7801539084,39154.7897431605,39209.3796072596,39263.175196192,39314.8019599438,39362.8853485015,39406.0508118512,39442.9237999792,39472.1297628719,39492.2941505154,39502.042412896,39500,39500,39500,39500,40000,40000,40000,40000,40000,40000,40000,40000,40000,39500,39275.6077376787,39363.2312743042,39500,39500,39500,39500,39000,39000,39000,38500,38000,38048.7632468545,0.1285,"flat","T0000195","SD"
