"mean_f","var_f","diff.range","trend","max.jump","corr.decay","above_mean","duration","label"
70834.1203942117,7692178.47553078,8373.8067490649,-181.115098876475,1000,-0.00232586007989887,29,-4.94766049493487,"short"
52669.5659975733,1414720.33487157,3781.1685917397,-57.9174799071604,3780.4463435614,-0.00152766709589685,22,-3.4673371841667,"flat"
55114,576738.775510204,2900,-0.782713085234385,900,-0.000477893155147074,29,-2.85076650330381,"flat"
52078.1447629698,1075417.88006341,3502.1675661915,64.9594417160306,1000,-0.00220867140609373,27,-2.84215318562569,"flat"
102706.116339404,485433.497791165,2000,45.8015170231843,500,-0.00235924369174343,27,-5.02068562994976,"short"
99140,80000,1000,-1.7767106842753,1000,-0.000271597378914658,10,-5.27851473925186,"short"
81482.0595080545,114933.100133439,1500,-9.38324137400763,1000,-0.00066054973285623,38,-4.02295456613543,"flat"
50308,5195444.89795918,6800,-17.7671068427371,-2900,-0.000619091425454646,32,-2.64366794217294,"flat-mz"
51856.7037494941,3333259.18150645,6300,7.54992904336982,1500,-0.000422486379001116,31,-2.87706074383649,"complex"
78184.0375388948,209875.204370702,1500,-23.8227145117794,500,-0.00165691337807532,22,-4.17990245058375,"flat"
49964,5197453.06122449,7800,-57.3829531812726,-4400,-0.000740011730968557,30,-1.5205117032397,"flat-mz"
47718,7293751.02040816,7300,-132.182472989196,2900,-0.00163838265695829,21,-1.78438671489864,"flat-mz"
47010,62142.8571428571,500,6.55462184873956,500,-0.000857134960625453,21,-5.65499231048677,"short"
49026,6058289.79591837,6800,-79.4285714285716,-2900,-0.00104714100259193,29,-2.62970123469123,"flat-mz"
48710,4251938.7755102,5900,-85.2581032412966,3400,-0.00127469028724649,16,-2.71055333132033,"flat-mz"
48716,2609534.69387755,5900,-51.3421368547424,2900,-0.000826886544592541,14,-2.16108553072035,"complex"
45002.9620960761,2706207.76881889,5900.6884027593,-93.3213900872642,-1000,-0.00183787890852582,16,-1.92141267745493,"flat"
45538,101179.591836735,900,-14.2184873949582,-500,-0.00139558739857239,26,-3.81671282562382,"flat"
43651.193877551,1190359.68867139,3400,-73.1224489795925,-500,-0.00241433261681804,27,-3.09004295302523,"flat"
44943.0573832811,392544.181637178,3142.0518368586,-34.4072533400522,-674.0086610375,-0.00164817439292074,24,-3.91703554725169,"flat"
78990,43775.5102040816,500,-10.3001200480183,-500,-0.0014553479818529,39,-5.38169897548709,"short"
61500,0,0,-9.68447805856940e-13,0,3.694335196903e-17,0,-5.99146454710798,"short"
58362.272818804,1839478.4742032,5186.3590597995,47.2301755615761,-2400,-0.00105721317984339,26,-3.66516292749662,"flat"
53675.2235012215,38801739.8484303,36102.4509943184,278.298129219951,-24413.9295670805,-0.00115293632436357,33,-4.17990245058375,"flat"
105453.701702676,281918691.446446,55700,-575.541116249055,-54700,-0.000782736800362357,45,-5.38169897548709,"short-c"
53041.3982478628,835945.438227245,3057.0439962127,61.1609079214499,500,-0.00237299848719402,29,-3.4514385980989,"flat"
79698,90404.0816326531,900,-8.11044417767012,500,-0.000862092639406758,23,-4.17990245058375,"flat"
58649.8260979874,53624.9924622583,502.5509852006,1.78648551974401,500,-0.000518858401900488,15,-5.27851473925186,"short"
84629.2596406267,375766.808578829,3218.6748912803,21.4067303636761,1995.7318990724,-0.000759990575597769,24,-3.86800612001137,"flat"
56038.4358874792,330218.354177762,1666.7703643893,-3.26321521692671,-757.677284837999,-0.000589194898301015,32,-3.86800612001137,"flat"
58743.8786924704,2431956.00163318,5229.5286604744,104.756577995485,1400,-0.00240329924770024,25,-4.58536755869191,"short"
58529.2638233409,1603073.04360817,5400,32.3434361619417,-4590.2003194851,-0.000632445974387829,24,-2.4476108650443,"flat"
52770,142959.183673469,1500,-7.03481392557016,-1000,-0.000522075870884557,16,-3.06830296638883,"flat"
56090,86632.6530612245,1000,13.4693877551019,500,-0.00132878238666962,41,-5.80914299031403,"short"
62740,39183.6734693878,400,11.5246098439368,400,-0.00199080055569736,30,-5.99146454710798,"short"
59709.490445613,4373514.28893937,5400,126.819150373029,1000,-0.00211760323595831,32,-5.18498868124103,"short"
50477.6547640171,178624060.268382,52709.8767680006,333.53576396237,-37600,-0.000443017980972137,26,-3.9954046143672,NA
60787.4012694976,1017884.67223067,3934.6844634517,-44.3990667429041,1532.3756966734,-0.00140075888865227,26,-3.75075485783202,"flat"
29945.7699469003,1273246.57352729,3468.0840836769,-73.5501039444488,-1274.6219272327,-0.0022881929566599,30,-4.31999124375443,"flat"
35157.6279252064,244412.889526867,1500,-31.4788096646076,-500,-0.00220133802740616,16,-5.02068562994976,"short"
55121.6100216288,9555270.92506997,9407.8002266769,-182.160151530344,-1400,-0.00206545712622201,24,-2.86821895325503,"complex"
52029.6370166639,2499371.06664507,5852.4396744266,-89.6244567742398,2952.4396744266,-0.00191214578371984,26,-2.24526002637478,"flat"
52144.6531502138,263162.441133208,1660.5122177403,-9.13765657255303,631.862112286697,-0.000372238328087711,32,-2.17068002211411,"flat"
51871.8761118083,1291596.85037262,5302.4833914107,-46.9467992296418,-2205.6573658231,-0.00124270953196863,23,-2.33098456751574,"flat"
65753.6418185006,148131948.036979,46313.172609972,-541.782615977447,-3822.0031682644,-0.00122528677059067,11,-3.70908216143146,"flat"
55527.0293754024,6668102.98511073,7462.6640581188,174.743488793665,1400,-0.00244022193723545,30,-3.57198570264244,"upward ramp"
57432.1353358445,1285824.88898299,3845.6625630687,-33.2382135528553,900,-0.00100193234803201,25,-3.89222037813197,"flat"
57509.8894382161,2985538.89025529,4823.7256467493,115.657758570017,-732.8519389508,-0.00243977072427853,27,-3.79423996977176,"flat"
59999.0620848555,2914254.30782515,6400,85.5886698212472,1543.8812234581,-0.00142618626617546,16,-2.65072513448294,"flat"
56723.1028926849,2424192.3516471,5800,56.8092469681614,1400,-0.00106642082495691,26,-2.70306265959117,"flat"
56384.4247864506,928507.884115587,3636.9359598347,50.0799560910575,1819.8882302413,-0.00165107513850815,26,-3.51998091765212,"flat"
83349.4243116951,100262.459126685,1102.8060887326,-5.66800466831114,900,-0.000408422957403226,29,-4.7444322533216,"short"
61642.5862293126,10173516.8556157,14065.6480573479,158.948230946553,-8032.8240286739,-0.00147136674405073,16,-2.87706074383649,"flat"
58309.6471252034,487228.988545563,2400,29.3777566332981,1000,-0.00117525879980325,33,-5.02068562994976,"short"
56727.5631607493,2872010.47976831,5350.2930848737,39.4589112052255,-3630.8794415301,-0.000772978936798164,23,-3.28876195233237,"flat"
54677.19849224,1854120.53431853,4400,54.1318342809372,500,-0.00113608219724675,12,-3.43578882643177,"flat"
53700,0,0,4.8422390292847e-13,0,3.694335196903e-17,0,-5.80914299031403,"short"
56877.9598551724,1082205.58962382,4800,-63.004950533452,-500,-0.00187066899680672,31,-2.17948289586006,"flat"
63057.0957782291,930560.340853554,3226.8695110871,60.1762536144418,1000,-0.00218697379297475,25,-5.27851473925186,"short"
58692.1449246576,3871020.59982389,5748.4918731482,-72.6323226021882,771.788281025605,-0.00116325029091827,31,-3.17246945205404,"complex"
66290.6883885288,1824490.46935592,3656.3800748123,80.1516274847009,1900,-0.00199742094469329,15,-5.65499231048677,"short-c"
76510,37653.0612244898,500,-8.85954381752614,-500,-0.00126756118063098,41,-5.80914299031403,"short"
26800.0534827028,122448.988621745,1500,0.00500798417489504,-1500,-0.000121598094688695,22,-5.09946650780287,"short"
49702.3016811486,134742778.70871,40489.7878170263,-746.43820824019,-14100,-0.00227621553675444,23,-3.12356564506388,NA
54850.5677133964,1102521.75263015,3900,-63.3774846743704,3108.4110394274,-0.001995415321655,24,-2.99373427089132,"flat"
42817.7479317484,477740.027800392,2951.0498059874,-4.37310888837961,1000,-0.000505132170141585,29,-1.61143991510477,"flat"
69898.8959913349,489464.650344204,2000,-39.4477911657811,-1000,-0.00178334375258403,28,-4.49184150068109,"short"
59982.077752924,1801960.64478086,3900,-83.7411527172251,-1000,-0.00220292807249265,29,-5.09946650780287,"short"
59993.3168071089,216828.553058658,2000,25.9475384069802,500,-0.0016648548878096,33,-3.81671282562382,"flat"
60404.7770434896,2820801.21894458,5521.2975515484,-31.5119167798853,3123.0716454305,-0.000700927362650582,30,-2.68824757380603,"flat"
58406,2014044.89795918,5400,-90.7034813925572,-1000,-0.00214866572197767,32,-2.93369688263454,"flat"
65899.999998127,91836.7346938776,1000,-6.05042037042807,-500,-0.000551592530942872,34,-5.18498868124103,"short"
66768.52783428,68421.083894491,900,11.98541610621,500,-0.00136838710060782,37,-5.52146091786225,"short"
71630,30714.2857142857,500,4.87394957983248,-500,-0.000661791751022478,43,-5.65499231048677,"short"
48562.9275684607,4604493.28875435,14533.8533081815,57.7012372108671,-12367.135605142,-0.000539955150762795,41,-2.58097711853873,"flat"
58837.1569535394,49833.8523394234,743.2415981089,-8.90124306906554,-500,-0.00117231435819441,30,-4.35831010805657,"flat"
59390.0939824651,145741.589094759,1000,18.0211711411879,500,-0.00154424569467895,29,-5.99146454710798,"short"
57060.1649020179,1800143.18342151,4400,-61.0034757091104,1000,-0.00151118723083493,29,-3.34387231504289,"flat"
58633.0216703952,566192.683006742,1900,30.8153585550544,1400,-0.00131128158594433,26,-4.7444322533216,"short"
51594.988003914,726823.925237004,3628.9590087897,-39.1026167720948,923.067659712702,-0.00122976262642474,26,-2.97201574693668,"flat"
46484.5842835825,367229.628692064,2053.2011662111,-37.0361052369871,-553.201166211104,-0.00208929369452761,24,-2.49616984206671,"flat"
56229.1749701,178661.516700491,1500,-12.5599606115221,500,-0.000965401741617538,25,-5.27851473925186,"short"
59162,938730.612244898,3400,-64.9747899159667,-500,-0.00239346406837296,25,-2.97201574693668,"flat"
57842.1474336914,539032.472784658,2900,-37.2378205990041,-1400,-0.00161124573406284,24,-4.7444322533216,"short"
55636.1794772634,887870.59057752,2900,-7.47948526793347,1408.9738631691,-0.000642392443174164,24,-3.49991335460131,"flat"
56649.7190136894,6120494.84767626,7254.6349455244,-148.405104588797,3138.55967356,-0.00212762450147068,26,-2.85076650330381,"flat"
54544.7362316675,2562831.13756631,5933.3840312272,-25.1333797497305,-1922.980525755,-0.000667381727088277,31,-3.31593753771133,"flat"
54841.2518687158,92473.495805583,1000,-1.29329755805001,500,-0.000564963619122777,27,-4.58536755869191,"short"
55852,3438465.30612245,6400,-116.811524609844,-1000,-0.00225192285450309,28,-2.92434227746732,"flat"
53377.4196081711,1237418.01501696,3919.3912521642,10.0897909232774,1500,-0.000337567517809079,30,-2.34132592131048,"flat"
64705.3062261186,3895056.81127782,5300,98.2289974886871,-2400,-0.00158523664366692,30,-4.94766049493487,"short-c"
55600,0,0,-6.05279878660588e-13,0,3.694335196903e-17,0,-5.27851473925186,"short"
50841.1790308774,9026692.10609715,9202.0333565842,-184.43716789418,-1900,-0.00210349374349424,33,-2.76620911527574,"flat-z"
34289.7967244008,310726.869684238,1500,-31.9301979368452,-1000,-0.00187722036737804,26,-4.68855179492714,"short"
39378.9464130635,113936244.249385,31668.3754325302,654.339410707899,-8266.7922785389,-0.00215078273320248,20,-3.91703554725169,"step up"
33520.1379552815,243538.483802171,1873.1997725155,-29.4250217124474,-900,-0.0018795777369079,33,-4.28308668681898,"flat"
33635.5050740122,158449.862474924,1861.5383661747,7.215871923816,1000,-0.000419259921333658,8,-5.18498868124103,"short"
44546,69556004.0816327,20100,410.617046818727,19600,-0.00147576815174762,38,-5.02068562994976,"short-su"
51617.207387303,1825783.96396822,4410.6840399235,-85.4480266375709,3185.0247071147,-0.0021382211948498,26,-4.58536755869191,"short-dr"
47607.0296355557,239316222.556202,49098.4331477551,-845.15704510905,-40500,-0.00173048358992943,30,-4.17990245058375,"flat"
46337.4726834688,164475.7436145,1030.9571318028,-22.9606461353376,-500,-0.00174026927637959,18,-4.08637639257292,"flat"
65409.411718079,80219153.1499695,34283.6367690551,334.078195789662,2542.8561354322,-0.00106097025388348,12,-2.75829141753896,"step up"
54200,40816.3265306122,500,-9.60384153661353,-500,-0.00136458082838156,10,-5.99146454710798,"short"
45836.2404253346,68072.7289044765,1139.2996442914,-10.5238280080104,-701.3397204926,-0.000967067827926152,17,-3.24676102835774,"flat"
103824.000652517,153697.527726691,900,-13.4837230173291,-900,-0.0010420604868671,22,-5.18498868124103,"short-c"
56710,543775.510204082,2500,-49.0516206482602,-500,-0.00232120249709805,20,-3.4514385980989,"flat"
60258.3317619485,2173863.83812074,5400,-91.3387855484954,-641.063189354798,-0.00215494428920439,30,-2.6794627442503,"flat"
60260.0985227276,5206504.22199532,6300,-127.171604168189,2217.7374649692,-0.00195140344894161,30,-2.71810053695571,"flat"
56556,2331085.71428571,5400,-74.2569027611048,-1000,-0.00139702781990664,28,-2.26915031690781,"complex"
58701.163840344,1825357.71587751,4400,57.2317603285904,-2441.8079827983,-0.00132817411426535,30,-3.60822155109648,"inverted-u"
56373.4889266322,1147511.55136527,3900,25.6778917581046,-500,-0.000784714182990584,19,-2.97201574693668,"flat"
60610.3092865688,279035.936064639,1515.4643284395,34.6342257908057,500,-0.00232048617758709,22,-5.38169897548709,"short"
62864.1419456642,923644.353329078,4776.4578474048,-51.5479438863824,4776.4578474048,-0.00159476043871582,27,-4.53751153751428,"short-dr"
63178.778955717,2216195.95394547,5018.7966780386,-25.0893147359209,-1000,-0.00046198576860776,24,-2.70306265959117,"complex"
58149.8145117082,409483.837269824,1900,-39.4024842368758,-1000,-0.00206765274377258,18,-5.52146091786225,"short"
52979.7312957523,385048.406920324,2900,-19.1201968716552,-1500,-0.000644725067585093,20,-2.58097711853873,"flat"
53034.6541203207,314071.313242422,2502.4967193779,34.8274597600303,-1090.1780255146,-0.00203950429179282,32,-3.03447310187042,"flat"
59090.5214542138,1647515.56496022,5860.0359948594,-13.4366033613279,-2876.2063948976,-0.000385710920329853,30,-2.43611648561857,"complex"
58774.683263342,7709572.25266857,13686.2552493467,-146.72305779005,-3386.2552493467,-0.00144747088315856,17,-2.96229749746775,"complex"
46320.8456932405,131783.36545404,1100.0249655632,-16.0494226854074,500,-0.00133995494278969,18,-2.88598140959487,"flat"
55742.3471198928,124317.999381336,1158.7951835225,-5.93640042858603,925.081173898601,-0.000587707875536304,22,-3.4514385980989,"flat"
52896.5461879331,3474839.35318222,5400,-100.432257434544,727.553302696899,-0.00186951402895717,22,-2.27886856637673,"flat"
52620.8880346087,809663.4613271,3343.9276310224,39.7673469417455,-1000,-0.00143605999829424,27,-3.89222037813197,NA
51458.8942857138,183150.466405947,2000,12.470129068544,1000,-0.000811762477151622,24,-3.37260992481024,"flat"
54004.0187376739,3144501.27394923,5404.7892326407,89.9027281243585,3268.6318378903,-0.0016701597433211,28,-3.70908216143146,"flat"
84315.4058734708,5586806.62029049,8298.4102803874,-120.647151650323,-2059.62418723799,-0.00158009727510329,36,-3.62684406319448,"flat-z"
96982,2322730.6122449,4400,102.429771908763,1000,-0.00243284843053977,27,-5.02068562994976,"short-ur"
58353.3406593407,597833.536322425,2834.065934066,-51.0935451103537,-900,-0.00228779348025135,29,-3.91703554725169,"flat"
83400,36734.693877551,900,2.59303721488591,500,-0.000349719135303413,4,-5.18498868124103,"short"
54691.971388529,708748.992451692,3329.0189155351,-21.4187455488368,2006.1788631641,-0.000568626509256936,28,-2.65072513448294,"flat"
53650,22959.1836734694,500,-5.35414165666233,-500,-0.000802711269567741,45,-3.75075485783202,"flat"
57484.7170221199,357132.570218337,1824.6305418962,-35.4845965000631,-1000,-0.00198920418520448,33,-5.38169897548709,"short"
51892.3927272945,963532.853597036,4993.4371198241,-32.7682273969502,1898.8949267155,-0.000943321162198423,26,-3.04492251774476,"flat"
54930,393979.591836735,1500,39.879951980791,1000,-0.00224429517396966,22,-5.38169897548709,"short"
54044,1027820.40816327,3900,44.6962785114042,500,-0.00112133018485766,23,-3.34387231504289,"flat"
49664.6846710131,6630026.98129066,7328.1202358867,-163.953032396912,-1491.890562871,-0.00225251029671422,28,-2.45923890303942,"flat-z"
54494,3249146.93877551,7300,41.8775510204078,2400,-0.000423065204836993,27,-2.41911890925,"flat"
46752.9600255957,100384.21681655,1804.5681075471,3.553860375209,-1804.5681075471,-0.00023923006353821,36,-3.31593753771133,"flat"
52588.8844659937,187219.472484324,2061.0406932676,7.3923802323194,-543.122104637499,-0.000433298574068957,32,-2.4013010659332,"flat"
56432.685705653,2478853.5014525,5018.892629038,-73.3020972637876,-2900,-0.00139156522214465,27,-2.84215318562569,"flat"
77500,142857.142857143,1000,-24.0096038415357,-500,-0.00218377035460378,30,-5.99146454710798,"short"
54590.2862473267,131205.320186386,1500,-14.7522314231278,1000,-0.00120967420896488,38,-4.49184150068109,"flat"
78260,65714.2857142857,1000,-14.645858343339,-500,-0.00184361315826586,17,-5.80914299031403,"short"
95775.4822266115,254696.234230262,1473.9996938164,17.9110416553291,500,-0.00116252411990304,20,-4.87960703168985,"short"
100869.910317936,49057.8283907955,500,-11.5406461606626,-500,-0.00161720979687153,37,-6.21460809842219,"short-ur"
90979.8014903148,3153512.22599745,6136.8858913045,-89.9210065972084,900,-0.0016039149118239,34,-5.18498868124103,"short"
53882.9119523943,600535.085020579,2900,-47.7810628353668,1598.850327712,-0.00208452590327636,23,-3.09004295302523,"flat"
45962.6053617135,194738.704018627,1900,8.4253983835493,-555.783591515101,-0.000670267338285922,24,-2.64366794217294,"flat"
102400.000000003,346938.775513926,1500.00000015199,38.4153661468172,500,-0.00234012483430058,30,-5.99146454710798,"short-c"
66355.037795366,8202245.8086574,12563.0659403446,46.411825346144,1667.49133014289,-0.000559312957031087,22,-3.83970234384852,"flat"
110522.438934481,200459.861698988,1500,14.6971075259559,1500,-0.000853088420335808,21,-5.65499231048677,"short-c"
107600,163265.306122449,1000,24.0096038415377,500,-0.00201398879148088,30,-5.99146454710798,"short-ur"
53339.5044460698,371153.244486395,2176.8503004656,7.54735007053553,1000,-0.000612020533432617,29,-3.4673371841667,"flat"
45139.548453275,406653.646857197,2863.7200922417,-5.35200683338982,2863.7200922417,-0.000469920550137401,25,-3.24676102835774,"flat"
52760.4084167379,12180889.0397896,11443.2347981754,-211.838659228927,-1369.2112771728,-0.00202839516264349,35,-2.33614187652289,"flat-z"
60125.518183953,21171016.5432578,17073.6705980388,267.707427072277,-5594.6013520905,-0.001970649545848,23,-3.16060691674423,"trill-c"
47937.0813864394,113312464.836204,37269.9849003659,-497.600027307807,2400,-0.00147187643697895,34,-3.20892549401503,"trill-c"
70067.3283776844,136994.21232376,1570.3178417716,-15.5785626709561,500,-0.0012773320986921,30,-4.68855179492714,"short"
54775.3066908798,390360.729546286,2024.0695996035,-30.7759192838185,1102.3325985733,-0.00158437519033167,26,-3.9954046143672,"flat"
72865.5980248163,1130111.58732711,3400,-51.4465685387979,500,-0.00157422147734372,31,-4.05128507276165,"flat"
47689.7166236099,4819803.47869801,10342.6609573279,-26.3812527523587,-1486.8603916945,-0.000427082110090087,25,-4.28308668681898,"flat"
50555.3615199286,7541520.73461078,7900,151.121002199296,2555.9180609101,-0.00177811208876753,33,-2.02041820123037,"flat-z"
50525.45990758,10029811.6738324,13598.8052682174,127.671672148193,12063.9676119582,-0.00113533408272977,33,-2.21640739675299,"step down"
49922.1460880877,6294987.75638256,7300,54.1293304684808,3400,-0.000807349969869887,32,-2.72570513634093,"flat-z"
50476,6072881.63265306,5900,-107.668667466987,3400,-0.00141412292750255,32,-2.26915031690781,"flat-mz"
52420.4211100987,3894234.31097016,6800,-99.4851781660307,1500,-0.00169910304652745,24,-2.54720767598538,"flat"
51841.2193573084,5206874.84388176,8324.7145744268,-90.2861447453311,1500,-0.00113557000499062,34,-2.53451715034133,"complex"
52514.2113693938,794794.195163856,3000,11.3919414455216,1000,-0.000671321241705398,28,-3.77226106305299,"flat"
50912.7546984915,4511001.69347704,5900,-116.390495183892,-1070.824947615,-0.00191439914647688,26,-2.54720767598538,"flat"
51766.7495163021,10674663.9347103,8300,-200.992142295792,-1900,-0.002223289732476,29,-2.55361384779779,"flat-z"
51492,7283608.16326531,7800,-136.614645858343,-1000,-0.00168814147480459,29,-2.65072513448294,"complex"
54042,1372281.63265306,3900,-0.340936374549663,500,-0.000661336639553963,29,-3.39025744162382,"flat"
54485.6547514625,2000613.51321263,4400,-5.33590776963588,526.872716168,-0.000665214516808508,29,-3.42038020107893,"flat"
51480.6759410169,11034213.766713,9471.796543989,-178.302521875193,-1000,-0.0018397784244556,33,-2.96229749746775,"flat"
57684,600555.102040816,2900,-32.7875150060022,500,-0.00131771487651029,24,-3.43578882643177,"flat"
50993.0269869178,9499794.60695047,9300,-163.74380997862,-2000,-0.00160508953214349,23,-2.4013010659332,"complex"
53472.2442624113,1756351.94335422,4400,-63.2663884959217,-3212.4752140756,-0.00150991714053533,33,-3.02413174807569,"flat"
47220,146530.612244898,1500,20.1680672268908,500,-0.00146588116789509,35,-4.24749574171628,"flat"
50950.4021158571,2795992.57655552,5400,-89.8540033412359,-1000,-0.00170651091433438,34,-3.75075485783202,"flat"
54670,2389897.95918367,4400,4.00960384153632,-1000,-0.000667148937249342,24,-3.43578882643177,"inverted-u"
57080,244489.795918367,2000,11.1404561824734,-1000,-0.000568663508371954,41,-3.16060691674423,"flat"
56526,5222371.42857143,6800,90.5306122448981,-1000,-0.00120125074940615,24,-2.98380370268872,"complex"
48041.3801959108,1555299.51136257,3500,-81.5456196789529,-500,-0.00232769176494531,30,-3.94248221291285,"flat"
46694.9558389111,49166.075168723,803.571428571398,-5.90159123889446,500,-0.000667683977139699,40,-3.89222037813197,"flat"
68729.9999999997,30714.2857142443,500,-7.22689075627473,-500,-0.00105476183440629,43,-4.87960703168985,"short"
46163.4255551919,251150.90538416,2520.0726277822,-4.48957747703994,1093.4289260685,-0.000360956822406844,34,-3.72970144863419,"flat"
57866.2467850341,2019211.49844777,5400,-96.4414929498228,500,-0.00238995797638687,27,-2.65072513448294,"flat"
43056.317811292,16078722.0277548,18429.3534580846,125.886387517557,2235.0504699388,-0.000746312136634594,42,-3.51998091765212,"flat"
71653.3273813357,418960.692583224,2463.5159059437,-41.7589059999629,-500,-0.00224072697573424,32,-5.18498868124103,"short"
70994,694861.224489796,2900,-55.9855942376942,-500,-0.00236390992296476,23,-4.58536755869191,"short"
78166.4979976183,1048752.1171017,3000,-1.06717025154128,559.874817923002,-0.000589402146188849,32,-4.6356293934728,"short-c"
51047.4949911717,99944486.5827352,26427.8245239704,561.84098032121,2666.2731996237,-0.0018531460931376,16,-3.22137895508632,"multi-step"
44433.9995503459,773777.360546497,2676.097373486,-51.6689341474058,609.727877037702,-0.00205030514586903,25,-3.64581996465349,"flat"
45027.197968979,514250.253741752,2900,-46.6886031563946,-808.654318230903,-0.00228538499169718,26,-3.58993950625903,"flat"
44825.0151221815,334175.770976655,2147.0585832398,-35.0128570772999,1000,-0.00199501044713391,31,-3.77226106305299,"flat"
50771.2351927094,247620782.954591,43589.5719445671,764.459339267062,20813.1425643006,-0.00142094929711348,10,-2.06042353584407,"flat"
42945.7621590788,589151.763077965,2360.2979642479,-43.8361413771563,723.182907812297,-0.00197010553073875,24,-2.53451715034133,"flat"
75600,0,0,4.8422390292847e-13,0,3.694335196903e-17,0,-5.18498868124103,"short"
69930,59285.7142857143,1000,-8.57142857142937,500,-0.000985392605753313,14,-4.94766049493487,"short"
80368,1042220.40816327,3400,-27.9087635054017,500,-0.000945201131169874,31,-3.9954046143672,"flat"
47032.8494507253,4971459.24049287,7435.2577442525,-128.106803919738,-3458.8431552414,-0.00194692242558684,20,-2.80676617404137,"complex"
67244,142106.12244898,1400,-23.1644657863138,-500,-0.00196330281447987,36,-4.35831010805657,"flat"
43835.2533496119,2692154.59822803,5580.3306541975,-94.2810849842549,500,-0.00189179926135909,33,-3.75075485783202,"flat"
51645.3456045375,78705913.8271078,25400,492.176525760912,1716.08663770821,-0.00184189234957301,17,-3.18447439815087,"step up"
45639.9858879722,3565543.95977494,7561.6098567086,-122.51411202779,-2000,-0.00215188830710234,24,-3.02413174807569,"flat"
49744,7097616.32653061,7300,-165.570228091237,-2400,-0.00221220362280758,31,-3.35813789220171,"flat-z"
77657.9202267581,27409.7144583592,603.988662097399,-2.54960117372315,500,-0.000409033803154855,6,-4.68855179492714,"short"
80310,111122.448979592,1000,-17.5030012004808,-500,-0.00160258540862772,36,-5.18498868124103,"short"
61032.3345932779,101019394.812739,31196.7970017425,121.513130329575,12755.2919845445,-0.000330412803439192,35,-3.30225743380725,"trill"
52473.4054314129,5499250.60353705,7300,102.714365967123,4486.4420051143,-0.00127090535259298,18,-4.14774533894922,"trill-f"
77160,26938.7755102041,500,3.16926770708282,500,-0.000463354578245891,6,-5.38169897548709,"short"
47670.8320998167,6442877.9526334,6800,-160.474163021249,-2500,-0.00225272563911555,19,-2.53451715034133,"flat-z"
44611.8134639311,110700.025650856,1000,-15.1287881569611,500,-0.00141234633874787,26,-3.75075485783202,"flat"
45708,373812.244897959,2400,-38.7803121248503,-500,-0.00215062388394297,31,-3.60822155109648,"flat"
43655.2479745546,544376.601047304,2000,-47.7041883184194,-500,-0.00230894075624017,28,-3.75075485783202,"flat"
51754.9792858713,116542168.933485,28458.0432894474,592.489679732118,3031.925919058,-0.00178337497926642,15,-2.77419000360676,"step up"
44892,490546.93877551,2400,-46.5594237695073,-500,-0.00232848965083923,32,-4.08637639257292,"flat"
45414,202453.06122449,1400,-26.8859543817527,-500,-0.00194425123822414,23,-4.87960703168985,"short"
43905.7069016562,1558525.90268041,4225.6919200457,-78.5951305886232,500,-0.0021872524477925,29,-3.28876195233237,"flat"
54799.4350027147,898550.571144941,2632.1441698754,50.747334013359,-1000,-0.00177573618919299,19,-3.06830296638883,"flat"
59742.4957204201,713556.428208958,3911.8425707272,18.6999336895233,1000,-0.000650606572039348,28,-4.35831010805657,"flat"
52073.3708428253,151538.593310485,1500,-19.8060143357475,1000,-0.0015453402923936,32,-3.16060691674423,"flat"
44290,380510.204081633,2000,-40.6482593037214,500,-0.00231804028307219,28,-3.94248221291285,"flat"
45222.5140009883,1297960.36762763,3471.7468291879,-73.6530794165796,-500,-0.00227135266452913,31,-3.43578882643177,"flat"
47592.0390243902,6535579.32294917,8044.0243902439,-155.240031622405,-2900,-0.0021167294563442,19,-2.80676617404137,"flat-z"
46928.1962798377,24734720.7223888,20088.8383566871,199.072590981945,1754.6745299681,-0.0010568385974574,10,-3.58993950625903,"flat"
48704.0537815126,12677624.9316546,10597.7030812325,-227.009268245113,-2900,-0.00228919196125446,25,-2.79034544382904,"flat-z"
54573.1477775782,97217733.2843381,35318.6079563185,449.134189118161,-18265.6956086252,-0.00138823734051349,17,-2.42475272696825,"step up"
46538.1922912305,5262193.67115738,6300.7562967619,-145.191990294701,1514.111213332,-0.00221412654308251,18,-2.67220054820851,"flat-z"
43950.0108519559,3719204.26286349,7919.6166288379,-117.115713213997,-502.485016096201,-0.00192412758073631,31,-2.65072513448294,"flat"
46192,1303608.16326531,4400,-73.0180072028809,500,-0.00226430869235499,29,-2.66499071164176,"flat"
45654.640356387,10865196.9043328,14272.4371717033,121.197983270499,-1592.9212870769,-0.000885809527398223,8,-3.28876195233237,"flat"
44384.1184934602,368511.388348118,2000,-28.1836003348947,1596.6877256604,-0.0014567037690205,36,-2.9058915695542,"flat"
75806,10385065.3061224,8300,-188.950780312126,-3900,-0.00197659763625773,35,-3.70908216143146,"flat-z"
45436,756228.571428571,3400,-42.0168067226885,1000,-0.00137836759475817,12,-1.61143991510477,"flat"
46726.6226796488,8101549.06495115,10453.2068674155,-169.836392138167,-3400,-0.00197231355698852,18,-2.22562405185792,"flat-mz"
68703.5714285714,38538.6297376095,500,-9.18367346938863,-500,-0.00133394682252926,40,-5.27851473925186,"short"
44501.719954071,2523354.20064974,6449.0304250184,-104.762931653106,-1549.0304250184,-0.0023097091315779,21,-1.84389522364858,"flat"
