"mean_f","var_f","diff.range","trend","max.jump","corr.decay","above_mean","duration","label"
69860.8884478019,284515183.501183,58497.5256559153,-628.369325880099,-38600,-0.000851225587629629,42,-2.30458709566472,"flat"
68454.5636890697,207134400.317255,40692.5060355759,-449.286704277091,39100,-0.000613373618889177,34,-2.0091694886945,"flat"
75055.6428788571,212338784.969873,73300.465972914,312.982274154629,39100,-0.00042635834048386,42,-2.24999264287488,"flat"
62893.795196356,379202392.733787,70454.976398472,-981.657127960441,39600,-0.001384330431726,27,-2.58760404802634,"flat"
78162.9976025526,660683.672676033,3253.7578404347,-27.8098709958851,2168.0816154317,-0.00102469160972608,20,-2.52198565802942,"flat"
72213.3851237152,314572166.9207,73216.3805771542,-70.3146563794161,40000,-0.000195219349416411,36,-1.95686998929166,"flat"
79151.5488073173,583584.345786929,3402.56312543299,-48.4699742976319,-900,-0.00210477004760749,28,-2.35177533718482,"flat"
58605.8837992985,347785281.126738,47074.1352157052,-1155.9473390147,-7013.1400977362,-0.00221764615688351,23,-2.21640739675299,"flat"
42026.6205937776,3443982.90557654,5384.5231214315,-100.976952850851,-2000,-0.00175475421674846,17,-2.31973125182902,"flat"
49042.576286342,184750828.59804,59108.1805977003,415.747249859758,6567.1145630963,-0.000743127537149999,9,-1.82510944890961,"flat-mz"
45067.9920098572,5871936.23611881,8232.4510916331,-138.998026344817,-1721.6340610887,-0.00196512904359673,19,-2.69562768110365,"flat-z"
43442.7833123415,3700065.42196709,6463.5406570364,-103.600111621334,-771.778528581104,-0.00175123584167509,15,-2.52198565802942,"flat-z"
49623.3391062433,1076311.85507557,3307.2180749194,66.113259019446,-1512.8479825981,-0.00224361890382188,27,-3.22137895508632,"flat"
48514.6066828593,1992642.83874885,4820.9675966107,73.2446931522376,-2722.5868405757,-0.00169129223372807,21,-3.16060691674423,"flat-mz"
42962.2065090029,11839586.4116711,20611.9986143104,-6.04324557547797,-12881.9947416554,-0.000146032919013959,24,-1.79336075059503,"flat"
53609.8983357496,1849021.98079604,3900,90.9721448637447,694.916787478003,-0.00242108278665483,25,-3.89222037813197,"flat"
42816,957697.959183673,3900,-38.0504201680668,500,-0.00094776205259559,27,-1.85725845146075,"flat"
50149.0897009967,17163.1910176241,400,0.932210758057383,400,-0.000216722537618631,42,-3.9954046143672,"flat"
50068.700516632,251852.105231383,1793.5156796898,-3.41165868532152,500,-0.000490824151174671,31,-4.7444322533216,"short"
51335.0980666383,6309506.70445211,8020.1792829468,-96.2923557188798,-1000,-0.00123910199481411,21,-2.44184716032755,"complex"
45234.9073907608,9715175.3703934,9700,-171.563482276769,3398.1083069469,-0.00179690515639774,20,-1.54411844631346,"flat"
41531.5817473041,119994.645988905,1240.510504999,-8.71052925633413,-500,-0.000785131766319082,17,-3.40520540305969,"flat"
40473.6253458008,6491.25852356593,404.643437782805,2.49614455290615,-327.097817665104,-0.000678210105913057,43,-4.02295456613543,"flat"
41691.3399778416,45433.3334799179,585.571941143397,-1.42371858208232,400,-0.000603640582588487,25,-5.27851473925186,"short"
41329.1647126727,64226.9991680006,905.902929748801,-6.56679063117486,500,-0.00082121165341284,32,-3.39025744162382,"flat"
46264.1676716608,3335.10881380538,262.412404534996,2.77172857260335,-183.618283304393,-0.00140498871172818,33,-3.31593753771133,"flat"
44800.8005536817,3629461.02926604,5311.6903190089,-74.1423098772458,1911.6903190089,-0.00127614913405236,22,-2.49012021684089,"flat-mz"
43839.2638015121,3848696.6637097,5900,-91.2326370515183,-1000,-0.00148321479267037,18,-2.34653698052323,"flat-z"
45038.7570159582,5150131.08720669,6400,-147.032638131934,-2400,-0.00232075008416456,25,-2.54720767598538,"flat-z"
48300,0,0,-8.47391830124824e-13,0,3.694335196903e-17,0,-4.87960703168985,"short"
44749.1855066125,3424571.47348021,5400,-46.4103485617903,-3400,-0.000795048537317196,17,-2.63666020501554,"flat-z"
45188.9848903277,44758781.685315,28381.8483060887,139.628013190439,5080.3891851957,-0.00062357909882513,17,-2.82514597297846,"flat-z"
49696.380111291,47638.5910655357,900,10.3419266556507,500,-0.00135223870763369,38,-3.72970144863419,"flat"
44795.0812624085,6434598.12873435,6900,-118.538634403703,-5400,-0.00148012237949086,15,-2.55361384779779,"flat-mz"
82906.9964327079,164764399.89952,63312.5866361973,441.289423635375,27377.716109832,-0.000846021151866761,12,-2.55361384779779,"flat"
42651.929793898,293164.460361913,2590.2750117921,-2.78198508235432,-589.812170482699,-0.000414701766563987,22,-2.96229749746775,"flat"
42233.1051597526,41999.954947036,500,-10.5810345180466,-112.068754853201,-0.00172063058976961,30,-5.18498868124103,"short"
42045.6702486158,1584211.18551748,5601.43747111,-61.8681993053579,1000,-0.00160397420840909,19,-2.39032400730205,"flat"
40022.3035096238,429304.381051361,2537.0845485105,-3.41607625598729,1576.7842336701,-0.000427369473994128,18,-1.9248338234534,"flat"
53354.9475138299,349975821.025452,50122.7479551319,984.667256674916,-40100,-0.00161056138951356,18,-1.85087273372056,"flat"
52387.961539592,741060248.462922,80697.8072927781,1277.07710883544,12827.1745478293,-0.00133318139316115,10,-1.98267787324753,"flat"
39236.5222294328,287787.554061874,2093.8331790837,13.4152291305187,-573.910301338801,-0.000793774796089301,25,-2.13115597736651,"flat"
39576.5830845431,257361.445029188,2000,-31.2474751367226,-500,-0.00199722467728759,20,-3.24676102835774,"flat"
40233.7096173378,381877.467709233,2000,-40.204599491738,500,-0.00229531951695529,24,-3.16060691674423,"flat"
57474.563958345,81032141.2404168,25628.5442322981,489.328030410094,2293.3176543241,-0.00175767350566859,34,-3.14655516328857,"step up"
39442.8241210324,1250702.34076087,4410.5908191373,-70.0973923724103,-839.952595294104,-0.0021041988872177,18,-2.65072513448294,"flat"
40292.2951698477,521034.688577113,2001.1101779671,-40.8186677347579,-500,-0.00194200580099473,20,-2.55361384779779,"flat"
40356.4529335438,11379704.9656958,22238.7997060942,-85.9533083784458,9235.5198824379,-0.000581380326832052,27,-1.72260661053974,"flat-mz"
42114.3616784082,4550291.48096731,10032.6576794629,69.6140702476745,-4416.6397116238,-0.000669286301056051,39,-3.17246945205404,"flat"
41083.8232744655,4578132.67405229,8429.4899751061,83.7717825591354,6800,-0.00107999271961674,17,-1.89379219479321,"flat-z"
42052,18462138.7755102,10800,191.539015606242,10800,-0.00130523137538593,12,-2.02495335639577,"step up"
39820,293469.387755102,1500,-29.2436974789909,-500,-0.00169696945684962,15,-2.35177533718482,"flat"
39320.1737674101,304093.439437203,1508.688370507,-25.2760432140129,-500,-0.00133691898936595,15,-2.08828049034704,"flat"
39235.0862935788,136007.460109226,1671.8824233456,-15.0021064179599,-500,-0.000918013069865446,21,-2.1663074747015,"flat"
39876,1311248.97959184,2900,-69.474189675871,-500,-0.00210085226394819,19,-2.36233509739982,"flat"
39441.0541585645,470739.449555887,2500,-30.8419805560045,-500,-0.00142111504396482,28,-2.55361384779779,"flat"
40116.7381776891,1187581.43163786,3900,-67.7012062226552,1591.5528110955,-0.00210542551282616,17,-2.33098456751574,"flat"
40069.2913051675,2070783.27830236,4717.7858612359,-97.4317210776916,-682.903949297499,-0.00240159270961943,20,-2.62141389444266,"flat"
40503.9885669406,672200.67196618,2900,-25.055352006439,-500,-0.000994738932263604,17,-2.51577831345509,"flat"
39046.5841584932,395628.178961388,2000,-32.3979497090521,609.727876470897,-0.00167391378745328,19,-2.84215318562569,"flat"
40806,1434453.06122449,3900,-73.1764705882355,-500,-0.00210201154230599,19,-2.67220054820851,"flat"
40911.5642899586,965020.049380072,2935.7299876752,-62.6301560044785,-500,-0.00227790772071919,23,-2.9058915695542,"flat"
41033.7988441282,126971.900812457,1018.6969714129,-10.7585516759902,-500,-0.000917126771908726,15,-2.65783248494159,"flat"
43010,43775.5102040816,500,10.3001200480199,500,-0.0014553479818529,11,-3.51998091765212,"flat"
43949.0644031306,3455464.79324298,6400,-76.6820855366028,1900,-0.00127757385295018,15,-2.78223509929159,"flat"
42389.0363093027,1621517.23930581,5671.3510473698,47.5200200512919,613.070459364702,-0.000943671567089583,41,-3.43578882643177,"flat"
41488.5466330245,211651.316609358,1691.2670254747,-27.0101866912091,900,-0.00194955836513017,32,-3.11226608980994,"flat"
42646.0329210155,340528.260161461,2327.1397695611,-10.600003524146,1327.3225609341,-0.000411557513722009,31,-1.99436536932472,"flat"
44127.9170989781,8454510.1445574,7900,-149.426319688054,-4900,-0.0016033481141893,11,-2.81507877386073,"flat-z"
53536.1851179545,1679776.71523278,4554.6279488631,86.8278345806481,500,-0.00237765785339113,30,-3.37260992481024,"flat"
53123.5416092407,619788.865172862,2400,48.753908178749,500,-0.00217419315178274,33,-4.53751153751428,"short"
48929.5326088902,565937.183530092,2449.1179781172,-38.570603015043,-500,-0.00168426369745378,18,-2.96229749746775,"flat"
51416.1252569183,118908011.804846,56662.666814959,-361.629167234016,8093.7535308328,-0.000778367608209084,6,-3.14655516328857,"flat-z"
44055.7272272243,8675919.73388411,9748.2013803678,-165.558675742187,-1657.2341626284,-0.00191331153235409,19,-2.35177533718482,"flat-z"
43242.3322541077,7420358.65616126,11550.7167876275,-170.245863904909,-3017.3820677528,-0.00204583856292529,17,-2.15675464478251,"flat-z"
44234.0685168112,4347358.56872881,8691.8148691015,-116.543819802845,3298.3410004346,-0.0018088855951157,18,-2.65072513448294,"flat-mz"
44399.5710790321,42428248.2791961,19100,297.530508511425,2968.8519037474,-0.00142107669147242,14,-2.13961626471591,"step up"
51071.7711469778,64839.1789181185,966.862489273401,5.82884670719796,500,-0.000435717790595457,39,-3.31593753771133,"flat"
47800,0,0,3.63167927196353e-13,0,3.694335196903e-17,0,-5.52146091786225,"short"
44628.4087165922,946627.974276913,3457.728023844,48.4845542347364,500,-0.00161669062135793,17,-2.60775247978685,"flat"
44267.4663971851,1671775.18258365,3918.9834897607,-69.6312958154423,-500,-0.00176163485195657,16,-2.75829141753896,"flat"
44552.635890426,2900570.98663406,5958.767966867,-93.8284467622085,-1404.5644246484,-0.00185197302321452,18,-3.03447310187042,"flat-z"
41991.582012861,126641.074678984,900,-22.7656064729068,-500,-0.00225254425339621,19,-5.52146091786225,"short"
46406.4280861118,964372.38534103,3998.7770688744,63.9719799173947,610.836632459999,-0.00223576419702268,19,-3.10109278921182,"flat"
45403.0597596066,6798792.59406848,11642.848370203,50.2270483141251,8935.3253329894,-0.000465915615875295,22,-1.63989711991881,"flat-mz"
42734.177603536,6806883.20221637,11233.3644432501,31.9251346716833,4900,-0.000480160213963399,11,-1.80606125393891,"flat-mz"
41142.0134810904,13634502.7062254,27061.9824553561,-66.6164124232445,25561.9824553561,-0.000327311737713953,20,-2.04407439784254,"flat"
34609.9740240953,75866571.4292823,23843.7280563331,439.48959868601,4354.5483912711,-0.00153564426606794,38,-2.50225628812311,"flat"
43937.3172294291,2058752.8804223,4078.3903410263,-94.9997777740739,-500,-0.00238932789635085,21,-2.85945465526144,"flat"
42900,0,0,1.21055975732118e-13,0,3.694335196903e-17,0,-5.09946650780287,"short"
43899.9990040028,643070.447984494,2500,-46.10316376342,500,-0.00180519851289297,20,-5.27851473925186,"short"
44363.9294046377,77852.067358149,1124.1749395582,-2.77385146953603,-1000,-0.000318395431933674,39,-3.39025744162382,"flat"
47055.8410232416,19388847.0781132,11369.8032261124,277.45114662824,1202.2477772151,-0.00223959846412263,29,-3.06830296638883,"step up"
61706.6495474331,533983253.877579,65828.3045616515,-1290.33835475359,-19905.9013851189,-0.00188311281807705,30,-3.28876195233237,"flat"
41682.3191203455,739967.144334795,2944.9019629577,-44.780706295685,1419.7252747935,-0.00166612175640785,26,-2.57439381628954,"flat"
52980.9225644341,1210929.02921311,3400,63.8001702583104,500,-0.00190756028454056,35,-4.31999124375443,"flat-z"
40297.6978894462,1551455.19078256,3855.5875986836,-84.6423520078579,-500,-0.00246143522050063,27,-2.94313982343482,"flat"
51604.0523142819,297189.104960311,2027.1972227289,-22.1728262685498,-1795.5278231099,-0.00110415940982441,31,-3.37260992481024,"flat"
54088.7056449256,275696.416613516,1505.3695614477,32.0542034906809,534.460996346701,-0.00211501654734069,29,-3.9954046143672,"flat"
34505.5330792244,87892290.3389426,22030.4902239836,-573.429505512578,-7252.1960895935,-0.00211576339130061,33,-2.81507877386073,"flat"
44226.9745752996,3864270.8069589,6349.3245876743,-75.96272946718,-1400,-0.00125964824132832,21,-2.50838000597364,"flat-mz"
43692.8524914689,66905.4463285428,715.001349306403,-8.44127885292384,-500,-0.000828538507646207,30,-3.62684406319448,"flat"
42791.4300287839,402208.226950788,1900,39.3071986468503,-900,-0.00213508477969418,33,-4.05128507276165,"flat"
43272.8621982211,380867.624099001,2000,10.2097189724071,1108.9072015771,-0.000557502297480805,24,-1.98267787324753,"flat"
45956.4471720152,8977298.28542698,10829.5806709285,-0.867010671537325,6351.2087739461,-0.000428915207148472,26,-2.22100510600162,"flat-mz"
43631.519000897,240310.059089087,2000,-14.5393107153039,-1075.4053641631,-0.000588907952035663,25,-2.05572501506252,"flat"
42207.5483033554,295106.36716171,1900,-6.84674777138431,500,-0.000316473535782111,26,-2.00174003401598,"flat"
44740.817008393,12923615.8436862,10830.1359322537,-194.525641547137,-6380.0817330589,-0.00173891422327039,13,-2.37946613733,"flat-mz"
43433.8325306577,165593.648471137,1284.4551519226,-6.95828745048494,-706.440776370902,-0.000592072823262991,21,-3.4514385980989,"flat"
44650.1991530798,5564952.92130912,10828.5254059748,129.713545186306,3097.0092614958,-0.0016013229170761,13,-2.64366794217294,"flat-z"
44279.3481930374,1210205.59086039,3500,-67.9073892465497,500,-0.0021678330009328,29,-2.62141389444266,"flat"
44806.9890018924,793724.645839342,4009.7065162929,-59.0951996317372,-609.706516292899,-0.00225178156185043,30,-3.34387231504289,"flat"
42096.9375083508,3849277.73904019,7103.4477857211,-131.524999541889,-2203.4477857211,-0.00238193094567309,22,-2.70306265959117,"flat"
